name,artists,id,release_date,hit
Death By A Thousand Cuts,Taylor Swift,2dgFqt3w9xIQRjhPtwNk3D,2019-08-23,0.0
Death Horizon,Pixies,1uYg7VNm8sJbNqafziJwda,2020-02-24,0.0
Death In Midsummer,Deerhunter,1AIn3yVhUVuuflhiMMNdMq,2019-01-18,0.0
Death Stranding,CHVRCHES,6HlGTGbtwZTtNq7heqNaZn,2019-10-01,0.0
Demonz (feat. Brent Faiyaz) - Interlude,"Juice WRLD, Brent Faiyaz",5ZOEulH7fvK4ZkMLTOyKL0,2019-03-08,0.0
Denver Haircut,The Hold Steady,13pA5RjC7TIxAABdepqSg8,2019-08-16,0.0
Deranged for Rock & Roll,Chelsea Wolfe,0Fs7jajFWWfBcC4Mox3m7p,2019-09-13,0.0
Descending,TOOL,0aTiUssEOy0Mt69bsavj6K,2019-08-30,0.0
Details,Billy Currington,4MCPNnJkkIzNGCCBE9XVhX,2019-07-19,0.0
DEUTSCHLAND,Rammstein,2bPGTMB5sFfFYQ2YvSmup0,2019-05-17,0.0
Devil's Work,Joyner Lucas,6XH0KeCZ0nRysAeSJYRFFg,2019-05-02,0.0
Dexter & Sinister,Elbow,7mc2TjVBVys9kTNOx9LzYF,2019-10-11,0.0
DHL,Frank Ocean,2INhKpUdzh7v0j041gZNsz,2019-10-19,1.0
Diamond,Sarah Potenza,2hFWtvDKVvyl4J4jCeblh7,2019-03-08,0.0
Diamonds (with Normani),"Megan Thee Stallion, Normani",0PQsrLxPbOBBwwmXCnGvcF,2020-01-10,0.0
Did It Again,Lil Tecca,4guBZjUyrGoHsTahO3IHdj,2019-08-30,1.0
Die For Me (feat. Future & Halsey),"Post Malone, Halsey, Future",2C6WXnmZ66tHhHlnvwePiK,2019-09-06,1.0
Die From A Broken Heart,Maddie & Tae,3DA4SE262k6rdEtlHteNyq,2020-04-10,1.0
Die To Live,"Volbeat, Neil Fallon",7u9r4j7KSMW5yLsgjLRZGZ,2019-08-02,0.0
Dionysus,BTS,6JdS5rJvJaRA7B1tcm7kxZ,2019-04-12,0.0
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,1.0
Disaster (feat. J Hus),"Dave, J Hus",3rqmxZNh2BRgJ3BiCPFTSG,2019-03-08,0.0
Disguise,Motionless In White,6LNKeK9iJ66iwe16VxG43H,2019-06-07,0.0
Distortion,"BABYMETAL, Alissa White-Gluz",6xXbvCVJJvDASAmKGE3IXh,2019-10-11,0.0
Do Me Right,Hollis Brown,4Pl3V20QXfgJ3qrO1P3LGU,2019-03-21,0.0
Do Not Go Gentle Into That Good Night,Iggy Pop,6OQ2UXlO2eThYBuOrIgPlK,2019-09-06,0.0
Do You Remember,"Chance the Rapper, Death Cab for Cutie",67xBtV07CC73eFw7z5oCvU,2019-07-26,0.0
Do You Remember Me,Santana,79IvkNRpQnV1j5aOU0oGSd,2019-02-05,0.0
Does To Me (feat. Eric Church),"Luke Combs, Eric Church",0nGXi46VcQQ56ZJR428MKS,2019-11-08,1.0
Don't Blame It On Whiskey,"Jon Pardi, Lauren Alaina",5oO04b2Tw12Ey5XVMXFqyR,2019-09-27,0.0
Don't Bother Me,The Raconteurs,1894QxxLLciLbitWvpQEvk,2019-06-21,0.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"Ariana Grande, Miley Cyrus, Lana Del Rey",6zegtH6XXd2PDPLvy1Y0n2,2019-11-01,1.0
Don't Call Me Up,Mabel,5WHTFyqSii0lmT9R21abT8,2019-01-18,1.0
Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",7ILEWkpfdK6AjH2D7jppWk,2019-06-28,0.0
Don't Do Me Wrong,Suzi Quatro,7sIkTyJVvWjVBvfjxvvBqi,2019-03-29,0.0
Don't Feel Like Crying - Live From LIFT,Sigrid,7c8uEE0Vc6X37RvJDhUxCC,2019-03-22,0.0
Don't Get Me Wrong,Lewis Capaldi,4QGHin0gSqzPrPJhPU5gWn,2019-05-17,0.0
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,5A3fPy30SN2wuzrahpcxvV,2019-07-26,0.0
Don't Let Her,Walker Hayes,6UbUXwQn2CM5mb9vHgt1Gz,2019-05-17,0.0
Don't Miss It,James Blake,1p80XDFkNwDaA87sh2C2Xn,2019-01-18,0.0
Don’t Need Love (with GRACEY),"220 KID, GRACEY",7uBaKZZVK0OZ6cqFGpGRXI,2019-12-13,0.0
Don't Pretend (feat. SAFE),"Khalid, SAFE",1E6DEDWDKHoOW0fcFuDghV,2019-04-05,0.0
Don't Rush (feat. DaBaby),"Young T & Bugsey, DaBaby",3AMxuq6id3YGB57eWeheZQ,2020-06-12,1.0
Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,2019-10-31,1.0
Don’t Threaten Me With A Good Time,"Thomas Rhett, Little Big Town",0UsEU29nx7wcyNEsGIA6qc,2019-05-31,0.0
Done,Chris Janson,693NFnfJZt16AFDaZqlflo,2019-10-18,1.0
Doom Days,Bastille,1TkXApzsz0a6YRArjbqprt,2019-06-14,0.0
Doubt It,The Amazons,2eND3ds7B2pUtJgpQJv3r0,2019-05-24,0.0
Doubt Me Now,Cody Johnson,6VpZPamA66UQU9QQ9G2K1b,2019-01-18,0.0
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","Dreamville, JID, Bas, J. Cole, EARTHGANG, Young Nudy",6DR6EM4tcFMLqclewwtfbW,2019-06-12,0.0
"Down Like That (feat. Rick Ross, Lil Baby & S-X)","KSI, S-X, Lil Baby, Rick Ross",4etKC4ngPKsQDHUMnYgV3A,2019-11-08,0.0
Downhill Lullaby,Sky Ferreira,5pTpFp9wr8X7uddedE7uJS,2019-03-27,0.0
Drama,Dave,3xyOv3WrB1l7qh7ZsmFPCU,2019-03-08,0.0
Dream Glow (BTS World Original Soundtrack) - Pt. 1,"BTS, Charli XCX",4c1WgUnHXq2LEncGHKgj1I,2019-06-07,0.0
Dream You Never Had,Thomas Rhett,1HGhRqBz4D53D6VwOlBtCu,2019-05-31,0.0
Dreamland (feat. Years & Years),"Pet Shop Boys, Years & Years",3tlpESlR9vXgwHHJvIcfs2,2019-09-11,0.0
Drink All Day,Jake Owen,3ZFIxdRcSj6z1jcg7elDIb,2019-03-29,0.0
Drowning,Chris Young,59JBsvbxoibwgWLVE61acB,2019-06-14,0.0
Drug,Simple Creatures,5qDP8iEGvXUmnbnNGiqL3w,2019-03-29,0.0
Dumb Blonde (feat. Nicki Minaj),"Avril Lavigne, Nicki Minaj",1Spmq0UazGU6ovMIlGldZX,2019-02-15,0.0
Dylan Thomas,"Better Oblivion Community Center, Phoebe Bridgers, Conor Oberst",1AEiKr56njftNDp67QCnHH,2019-01-24,0.0
Eagle Birds,The Black Keys,7Dd1v8u05vTL3py8d1a5ZA,2019-06-28,0.0
EARFQUAKE,"Tyler, The Creator",5hVghJ4KaYES3BFUATCYn0,2019-05-17,1.0
Earth,Lil Dicky,2S1LebN6AXXQqJolBxlWgO,2019-04-18,1.0
Earthquake,Sarah Potenza,1A0kOjRW8CnZApVrhuP1fx,2019-03-08,0.0
Easier - Seeb Remix,"5 Seconds of Summer, Seeb",6GIRtKNXokeu25nn7U6Hu8,2019-07-12,0.0
Easy,Camila Cabello,46D0hYb1B7qiU33VtXt21W,2019-10-11,0.0
Ei8ht Mile (feat. Aitch),"DigDat, Aitch",5hI4RRn6wXpEZJUhvkTUNV,2020-01-17,0.0
ELEPHANT,While She Sleeps,1plZBN1asudQJiwvgHjhbr,2019-03-01,0.0
Empty,Juice WRLD,41MCdlvXOl62B7Kv86Bb1v,2019-03-08,1.0
Enemies (feat. DaBaby),"Post Malone, DaBaby",0Xek5rqai2jcOWCYWJfVCF,2019-09-06,1.0
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)","DJ Snake, Sheck Wes, Offset, 21 Savage, Gucci Mane",5w8wL9IpVlOerzOzOvkjvG,2019-07-25,0.0
Eternal Forward Motion,Employed To Serve,4uKWBprG54xfDhgnmhM7FI,2019-05-10,0.0
Evangeline,Randy Houser,4OXAWUidkL7Y3kEl2Tzry8,2019-01-11,0.0
Eve Of Destruction,The Chemical Brothers,6WKlbp24TraMPpWhQtU1Kp,2019-04-12,0.0
Even Though I'm Leaving,Luke Combs,5Fhe63YOMZsGdB3CgCDuBi,2019-11-08,1.0
Everlasting Nothing,Beck,08tZc6TFKaI2GczGpe3thf,2019-11-22,0.0
Every Girl in This Town,Trisha Yearwood,1TU7prccGLiAY0y59oa1at,2019-06-06,0.0
Every Hour,"Kanye West, Sunday Service Choir",1WnqWQcWcuQbVzgE7ecfCY,2019-10-25,0.0
Every Little Honky Tonk Bar,George Strait,1OfEfwXp9IKC5qRTtiGUWg,2019-03-29,0.0
Every One of Us,Rick Astley,5b6zAh5CNRv6dN5JrMNtmk,2019-09-12,0.0
Everybody Come Together (Feat. Angel Haze),"Natasha Bedingfield, Angel Haze",6Vkekdf27jULtzbcGLwUxF,2019-08-30,0.0
Everyday Life,Coldplay,0h9fnCSnbUgOEgibnQByFv,2019-11-22,0.0
Everything He Needs,Carly Rae Jepsen,6wFpWuVxpcYWXw7xzj0Wpt,2019-05-17,0.0
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,2019-11-13,1.0
Everything Is Falling Apart,Teenage Fanclub,4qLXjgHhLiaVaHn162yFr6,2019-02-20,0.0
Everything We Need,"Kanye West, Ty Dolla $ign, Ant Clemons",24bnCCysWnbNRNUT4LpHcP,2019-10-25,0.0
Everywhere But On,Matt Stell,0ifYeH4gNXEyba41xr3I1w,2019-10-25,1.0
Exits,Foals,7gVGBGI4ZqvkYBlh2LdrQy,2019-03-08,0.0
Extreme Occident,Madonna,6yUMDlOJja7g0zdEtb6TeP,2019-06-14,0.0
Face My Fears (English Version),"Hikaru Utada, Skrillex",0CALOqrkXAE7WB2nyIATLk,2019-01-18,1.0
Faded By Design,Melissa Etheridge,2RN5tVdy96eBF0qJjXi77s,2019-04-12,0.0
Fades Away (feat. Noonie Bao),"Avicii, Noonie Bao",6aPDvttLmezuUlv60ExTH9,2019-06-06,0.0
Faith,Bon Iver,4dIMGmkew7pLWVoJ7de8Wg,2019-08-09,0.0
fake smile,Ariana Grande,3wFLWP0FcIqHK1wb1CPthQ,2019-02-08,1.0
Fall into the Light,Dream Theater,3F8OmCcFxVdFsgo68JlBLu,2019-01-11,0.0
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,0.0
Fallorun,Andrew Bird,4ipJlt1Wm9QPVrYa7odE7v,2019-03-22,0.0
False God,Taylor Swift,5hQSXkFgbxjZo9uCwd11so,2019-08-23,0.0
Fame Will Eat The Soul,Van Morrison,05RQMOe26juSjm7ZrP8B4m,2019-10-25,0.0
Familiar Drugs,Alexisonfire,5s3bk38b50O6LfZRwV8ApE,2019-02-15,0.0
Family Tree,Caylee Hammack,1BEg6z0Ffgj3nsYT9QUSP3,2019-01-18,0.0
Far Away,Katherine Penfold,0zrc3fWMHp7FxfAfENsr4O,2019-07-26,0.0
Faraway Look,Yola,1dWv8VqVEW8xkWgCIISxxm,2019-12-06,0.0
Fashion Week (feat. AJ Tracey & MoStack),"Steel Banglez, AJ Tracey, MoStack",78KyOmqWmqLkQcXO1cA7MO,2019-03-21,0.0
Fast,Juice WRLD,6MjNilJCVKJq0LfFvo5jWJ,2019-03-08,0.0
Father Of 4 (feat. Big Rube),"Offset, Big Rube",57QievAWQ13DWl20Obiz8E,2019-02-22,0.0
Father of All...,Green Day,2mfs3UOe9AtmvJyRJsI27f,2019-10-09,0.0
Favourites (feat. Little Simz),"THE S.L.P., Little Simz",1znNmUVNzQ74GULy5cJa6f,2019-05-14,0.0
Fear Inoculum,TOOL,39zWYYZStDgWi32sOU9AX4,2019-08-30,0.0
Fear No More,Building 429,2dRkBASYztFHahOf5GNeQ9,2019-04-05,0.0
Fear of Flying,Feeder,08dJAy5221avQwSuUpSrsE,2019-08-09,0.0
Fearless,The Goo Goo Dolls,6oHObTPqawPBaMRLad2O8P,2019-09-13,0.0
February 2017 (feat. Clairo and Yaeji),"Charli XCX, Clairo, Yaeji",3fTEcn7Jt6Dq3NVVdNvl4w,2019-09-13,0.0
Feel,Duff McKagan,6NzQJvOwCW90nYEP3qZhbd,2019-05-31,0.0
Feel Something,Adam Lambert,59hJIGEDNvXePcZjVWD4wM,2019-02-22,0.0
feel something,Bea Miller,7JDWhC422Gtk1Bq0mL3OTC,2019-06-21,0.0
Feelings,Lauv,0s26En1JoJhVj32vizElpA,2020-03-06,0.0
Feels (feat. Young Thug & J Hus),"Ed Sheeran, Young Thug, J Hus",1Bdptrvb7nQkq8kCw3siE9,2019-07-12,0.0
Finally // beautiful stranger,Halsey,5YvcUK2eXJ2OllqDuEg18S,2019-12-06,0.0
Finally Alone,Mac DeMarco,7JyhhEb1LKIuDiHy6bWdet,2019-05-10,0.0
Find U Again (feat. Camila Cabello),"Mark Ronson, Camila Cabello",5Uw7Dut2lZfexn3Y09swpf,2019-06-21,0.0
Fine Line,Harry Styles,6VzcQuzTNTMFnJ6rBSaLH9,2019-12-13,0.0
Fire & Brimstone,"Brantley Gilbert, Jamey Johnson, Alison Krauss",79RFLDL4Ftu9tCdHPwcVdH,2019-10-04,0.0
Fire’t Up,Brantley Gilbert,748wrs9n0dSXFyY3VRZB9w,2019-10-04,0.0
"Fire, Ready, Aim",Green Day,3I8Ri6tLa4QA11MMdZywtM,2019-10-09,0.0
First Man,Camila Cabello,6TRt2bniIq0EIlrDlje7b8,2019-12-06,0.0
FLOOR 13,Machine Gun Kelly,5WZ4qFbz1x2vELPg8S7vza,2019-07-05,0.0
Floss (feat. MoStack & Not3s),"MoStack, Not3s, AJ Tracey",2FW36jWgTjADLc5DXEfFWG,2019-10-24,0.0
Flux,Ellie Goulding,4zb3kFL9fXrrfTwIY4CcDy,2019-03-01,0.0
Focus (feat. 21 Savage),"Bazzi, 21 Savage",2FqqVHvC4eKrsk97vpMRid,2019-08-09,0.0
Follow God,Kanye West,2QpGZOhTCHHiKmpSO9FW4h,2019-10-25,1.0
Follow You Anywhere - Live,"Passion, Kristian Stanfill",3OhF89cVIbCq5oG4syZ3dr,2019-01-03,0.0
For My Daughter,Kane Brown,2moC0T4mGwmP8dUDostr2g,2019-11-01,0.0
Found A Good One (Single No More),"Chance the Rapper, SWV, Pretty Vee",37ufe1F2g1nOuI0z2sd6M4,2019-07-26,0.0
Frail State Of Mind,The 1975,2i1CnSeLjppv41BTuc7qhY,2019-10-24,0.0
Free,Iggy Pop,2msixqR0t9xTC2duObmruv,2019-09-06,0.0
Free Spirit,Khalid,2kAIpGWnlFLQh48iut6Zzq,2019-04-05,0.0
Freedom,Reba McEntire,61Kpklnp748FbqMITxUNaO,2019-04-05,0.0
From Out of Nowhere,Electric Light Orchestra,2jHNFC07PKNuiQYsReIs3s,2019-11-01,0.0
From The Ashes,Red,7MUApcEEkcIQ2iufufk2Xw,2019-08-02,0.0
From the First Note,We Came As Romans,2YyIZ2OFvpgRgrnrwGILPo,2019-09-27,0.0
Futsal Shuffle 2020,Lil Uzi Vert,2Ec33AVlkTTq8BHFgBTdQs,2019-12-12,1.0
Future (with Quavo),"Madonna, Quavo",5IQgTY3f8ZeRW8o7cyFMX5,2019-06-14,0.0
Galley Girl,Richard Hawley,5N4jjec5qRrG3VZz1Ga2Us,2019-05-31,0.0
New Choppa,"Hustle Gang, Meek Mill, Travis Scott",4ZxjrZm1A820WQYJCcJJmd,2015-04-07,0.0
Garden Of Elysian,Local Natives,6jrPj1F4gv7CGtvN1WA5zC,2019-04-26,0.0
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",40mjsnRjCpycdUw3xhS20g,2019-12-27,0.0
Generational Divide,blink-182,7Cvs8SemDG8Yok8B9GGjW9,2019-09-20,0.0
Georgia,Brittany Howard,5bTaLbpRK8aJvqf2xHlwa7,2019-09-20,0.0
Get The Money,Taylor Hawkins & The Coattail Riders,0OlY722gfAmInBVdjcc1Bu,2019-11-08,0.0
Getting Good,Lauren Alaina,6ZU30kIHamg5oiQm4gQQ3A,2019-09-27,0.0
Ghost of Ohio,Andy Black,3XoX8SGvcXRuqjlW0NjmxN,2019-04-12,0.0
Ghosteen Speaks,Nick Cave & The Bad Seeds,5SBzfFTXKKcyv6hGR0IVqg,2019-10-03,0.0
ghostin,Ariana Grande,2vdBo4ALPYbHRUPKgtE5iC,2019-02-08,1.0
Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,0.0
Gimme,BANKS,2J4T0IOIZjQhLzosKPR2PN,2019-07-12,0.0
GIRL,Maren Morris,0pGXe7umwkcCm01Ipoxp0U,2019-03-08,1.0
Give You Up,Dido,35b9ljYHjIUSTkgQWHbnt6,2019-03-08,0.0
Glad He's Gone,Tove Lo,3PUIguYpwKFXmfGD6uU7Jl,2019-09-20,0.0
Glasgow to London,Edwyn Collins,1lwSuSb6zE7h3ZrhZVGIoD,2019-03-29,0.0
Gloria,The Lumineers,5BkGp7FLUUpKgWl29jBK0J,2019-09-13,0.0
"Go Loko (feat. Tyga, Jon Z)","YG, Tyga, Jon Z",1kK6DwzyXJSp58u5HYWwuD,2019-05-24,1.0
Goat Head,Brittany Howard,4rGUfotRdDyEmen7Hs83Jg,2019-09-20,0.0
God Control,Madonna,1g1KZTgP2crk4QMOIZXlcA,2019-06-14,0.0
God Is,Kanye West,6xRWoYwfwIKnT8bQGzKbxR,2019-10-25,0.0
God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,2019-03-29,1.0
Gold Roses (feat. Drake),"Rick Ross, Drake",1rX5L6pyl3rVWb55D8Cprr,2019-08-15,0.0
Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,2019-12-13,1.0
golden thing,Cody Simpson,5y2TuOFgwlpztHlqENHQOE,2019-10-18,0.0
Gone,"Charli XCX, Christine and the Queens",1yUJK3qxPiFiPeAG2gLfuW,2019-09-13,0.0
Gone West,Gone West,1MpxQQWugvq57RHv40zIZU,2019-01-18,0.0
Good Mornin' (feat. Gary Trainor),"Meghan Trainor, GARY TRAINOR",4hJ66Ebt5fh6xSWoqGrZCC,2021-02-12,0.0
Good Vibes,Chris Janson,1XVqh0dC0PIl72f2mQhsVt,2019-10-18,1.0
Good Woman,Maren Morris,71K52AGlhXq9wAEl7lE5Yv,2019-03-08,0.0
goodbye,Billie Eilish,3LgWsmilsrWXiPYQFRD0T7,2019-03-29,0.0
Goodbye,Cage The Elephant,50nZ2pvMssa7zcSI8ZgARe,2019-04-19,0.0
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",0t3ZvGKlmYmVsDzBJAXK8C,2019-09-06,1.0
Goodness of God - Live,"Bethel Music, Jenn Johnson",1gj9poFl2mLKkguqWo5Y1i,2019-01-25,0.0
Got To Keep On,The Chemical Brothers,4vh6Rn6FVG4w79JmlZ5p7d,2019-04-12,0.0
Got What I Got,Jason Aldean,4TCc369aRPRubv1m8R1TBG,2019-11-22,1.0
Graveyard - Acoustic,Halsey,5Mw3cgLITldbLts5aCrrRr,2019-11-12,0.0
Greater Than All My Regrets,Tenth Avenue North,31XV6mfKY1Vdyb6KuNfArI,2019-08-02,0.0
Greaze Mode,"Skepta, Nafe Smallz",3nG784YlxS4VQOF0qiHKVP,2019-05-31,0.0
Guided by the Moon,Knocked Loose,3EuZ0a81ka2N2EUbUeVeF5,2019-08-23,0.0
Gulf Coast Girl,"Caroline Jones, The Pelicanaires, Jimmy Buffett, Kenny Chesney, Lukas Nelson, Mac McAnally",2YFKozNtk7Ml6GRoSxgk1k,2019-07-03,0.0
GummyBear,Mini Mansions,5SausHYME36XU0ZEbXP1GH,2019-07-26,0.0
Guten Tag,"Hardy Caprio, DigDat",0SErNy2An0gCpYFRUNWwNT,2019-05-02,0.0
Hallelujah - Bonus Track,HAIM,3ag4ODA4AwOhHG5pGcX0Lk,2021-02-19,0.0
Handmade Heaven,MARINA,554KgAoTw8cGS40oSbmTeG,2019-04-26,0.0
Hands On,"Kanye West, Fred Hammond",7r6aR2f57resC5r93LwMfK,2019-10-25,0.0
Happens to the Heart,Leonard Cohen,2DkpoHJ1h88e9dyc6SFIm2,2019-11-22,0.0
Happy,Pink Fly,7snFzGab6IC8g7bCkFvuE0,2019-05-21,0.0
Happy,Raphaella,01FOHiOocxKfSHTXDsLAUB,2019-05-31,0.0
Happy Days,blink-182,6GHAAp25FcGdaHgAn8rTif,2019-09-20,0.0
Happy Not Knowing,Carly Rae Jepsen,4hDBBUfxZom9yCl67A8UAe,2019-05-17,0.0
Harleys In Hawaii,Katy Perry,5nCthAh3jt4xKuLJAifAaR,2019-10-16,0.0
Harmony Hall,Vampire Weekend,39exKIvycQDgs4T6uXdyu0,2019-05-03,0.0
Harsh Truth,Employed To Serve,6ad9LfFZIkWR3ixXg330ke,2019-05-10,0.0
Hate Me (with Juice WRLD),"Ellie Goulding, Juice WRLD",6kls8cSlUyHW2BUOkDJIZE,2019-06-26,1.0
Have to Stay,Dido,6YO5e45E8gzvFUwLPzC4Fb,2019-03-08,0.0
Haven't Seen It Yet,Danny Gokey,1JVefYHGnKd8ZjyaqWmTpz,2019-04-12,0.0
He Loves Me,Brittany Howard,3db0xI3Q9Bju6JIGQhkecC,2019-09-20,0.0
Head Alone,Julia Jacklin,1K7xX7qHXeIMwfTtxieAxH,2019-02-22,0.0
Hear Me Calling,Juice WRLD,13ZyrkCDmRz5xY3seuAWYk,2019-03-08,1.0
Heart Explodes,The Darkness,3PBuJswK6ZrQtX7BlPNWaB,2019-10-04,0.0
Heart On Ice,Rod Wave,591ks2A0o7ratTpiRdI7M6,2019-06-14,1.0
Heartache Medication,Jon Pardi,5qdQPrWmZv8xYhMJCDrdHF,2019-09-27,1.0
Heartbreak,Hunter Hayes,1vyhmG7xwxNEPgVNmfTAl9,2019-08-16,0.0
HEARTEATER,XXXTENTACION,0MW5zwGXciXyVdFwQbvBq8,2019-12-06,0.0
Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",1qth90J88FVMdcccHU5B5u,2020-12-18,1.0
Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8,2020-03-20,1.0
Heat (feat. Gunna),"Chris Brown, Gunna",1GIYmwtBbPSHrqcSaukZck,2019-06-28,1.0
Heaven,Khalid,0Hgqglypzt6Qs5Duqskcqs,2019-04-05,0.0
Heaven,Avicii,0vrmHPfoBadXVr2n0m1aqZ,2019-06-06,0.0
Heaven,blink-182,5RBM0pP9EE2azF3okstJIt,2019-09-20,0.0
Heavenly,Cigarettes After Sex,1Bh0UzthW8pKEnYg7v40Oa,2019-10-25,0.0
heavy metal (feat. Rahzel),"Bring Me The Horizon, Rahzel",6baGTtDakSNvUfW3FJd8yX,2019-01-25,0.0
Hell Right (feat. Trace Adkins),"Blake Shelton, Trace Adkins",3y8xKFhQWc8DARB3fuGMGA,2019-08-16,1.0
Hello My Love,Westlife,4EtIza2cKMmR2XP7idebXG,2019-01-10,0.0
Hello Sunshine,Bruce Springsteen,5bpaHLJ08GNBKW35ZfCYJy,2019-06-14,0.0
Here My Love,Jessica Pratt,3letWBSelrcC99Urs7oaiV,2019-02-08,0.0
Here With Me,"Marshmello, CHVRCHES",5icOoE6VgqFKohjWWNp0Ac,2019-03-08,1.0
Hero,Michael Kiwanuka,2Y61ZvCuuLOhdkgl1B9ekh,2019-10-10,0.0
Hero Ground Zero,The Who,5udbnUfiMFBKfti5VYw9N4,2019-12-06,0.0
Heroin,Badflower,0leJYiYyZE6jjXCEVYUQAm,2019-02-22,0.0
Hesitate,Jonas Brothers,7fiFJADUcHwTdYLmnZeLAy,2019-06-07,0.0
HEY CHILD,X Ambassadors,5j0oqJkeHoXjtPCgz9hMmd,2019-06-14,0.0
Hey Lover (feat. Alison Mosshart),"Mini Mansions, Alison Mosshart",2Jqr4ao0abb9ylemi04ZYN,2019-07-26,0.0
Hey Rosey,The National,4sJ48xoHPUcgWPrsvpnNrp,2019-05-17,0.0
High Fashion (feat. Mustard),"Roddy Ricch, Mustard",07KXEDMj78x68D884wgVEm,2019-12-06,1.0
High On The Mountain,Joan Shelley,7HxvuI4TSeJeHU3e7sHMOP,2019-08-30,0.0
Higher (feat. Nipsey Hussle & John Legend),"DJ Khaled, Nipsey Hussle, John Legend",6O10oTtZIZ4DkkUqyfCbrR,2019-05-17,1.0
HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,2019-10-04,1.0
Highwomen,"The Highwomen, Brandi Carlile, Natalie Hemby, Maren Morris, Amanda Shires, Yola",0CTNLJMN9dMG4cl5qgsZSv,2019-09-06,0.0
His Name Is Jesus - Live Bonus Track,Cody Johnson,5v9iQGGvyPIOKPWsEoqPd4,2019-01-18,0.0
History of Violence,Theory of a Deadman,1aML2CdNXjkJJvIhzqN6Ka,2019-09-25,0.0
History Repeats,Brittany Howard,7u0FwjCZoc3uZA4OJtlUrB,2019-09-20,0.0
Hold Me While You Wait,Lewis Capaldi,60iSKGrGazRzICtMjADNSM,2019-05-17,0.0
"Hold On - From ""Breakthrough"" Soundtrack",Mickey Guyton,68ZNcZO2IGCBO0VyVv5hRN,2019-03-22,0.0
Hold On,Hootie & The Blowfish,73SSxLgID0ptEPzckJ7Nms,2019-11-01,0.0
HOLD YOU DOWN,X Ambassadors,3Tiv2bF1OLCXXnuXaDKaG3,2019-06-14,0.0
Hold You Now (feat. Danielle Haim),"Vampire Weekend, Danielle Haim",15E2P2ToSLNnZvcOEQra6a,2019-05-03,0.0
Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,2019-09-06,1.0
"Holy Mountain (feat. Buju Banton, Sizzla, Mavado & 070 Shake)","DJ Khaled, Buju Banton, Sizzla, Mavado, 070 Shake",74LujaXmzGQi5wRZ2HFh0G,2019-05-17,0.0
Holy Water,We The Kingdom,1xI9KSGNJB2eka8FMvovvi,2019-09-13,0.0
HOME,BTS,7lthOBXNue2IvedLRfkod8,2019-04-12,0.0
home with you,FKA twigs,7BpykYGkewMF00FzSJLSgH,2019-11-08,0.0
homecoming queen?,Kelsea Ballerini,1s71G3V7XQaVo5IOR6gLbp,2019-09-06,1.0
Homemade,Jake Owen,31JID2STTlLuFqXFWHyM8e,2019-03-29,1.0
Homicide (feat. Eminem),"Logic, Eminem",7M2tXmeS15NAzEn7ABFeBg,2019-05-10,1.0
Hope,Azam Ali,5MAOUwNcYSLaoCmLjTHo7x,2019-09-13,0.0
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,0fB77VOZ2FkQeKLv1DuEwp,2019-08-30,0.0
Hospital Radio,Mystery Jets,4T0PmoVwgnqNhbclCPEntK,2020-04-03,0.0
Hot (feat. Gunna),"Young Thug, Gunna",5Z8HZM6iQMhhqyPcCGY5g9,2019-08-16,0.0
hot girl bummer (with Khea) - Khea Remix,"blackbear, KHEA",0QlT8brSPmDnGGOhIKEYC8,2019-12-13,0.0
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj",5N1o6d8zGcSZSeMFkOUQOk,2019-08-09,1.0
Hot Shower,"Chance the Rapper, MadeinTYO, DaBaby",00ko9WaS4jOX1kEk3gvHjf,2019-07-26,1.0
House Of Glass,Cage The Elephant,3iLk4Ii9EzNo4CIKpmAkB1,2019-04-19,0.0
How Did I Get Here (feat. J. Cole),"Offset, J. Cole",32iPykTXUNZ9oGyACGUybq,2019-02-22,0.0
