title,artist,year,track_id,name,artists,id,album.release_date
Noticed,Lil Mosey,2018,7zLYKWcXnYeHHWidalz7rj,Noticed,Lil Mosey,7zLYKWcXnYeHHWidalz7rj,2018-10-19
Nuestro Planeta,Kali Uchis,2018,12TOa8pzhbLTWh1vxIsPMp,Nuestro Planeta (feat. Reykon),"Kali Uchis, Reykon",12TOa8pzhbLTWh1vxIsPMp,2018-04-06
Nuh Ready Nuh Ready,Calvin Harris,2018,2rYyq0b3XWwmWl0k727OVG,Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),"Calvin Harris, PARTYNEXTDOOR",2rYyq0b3XWwmWl0k727OVG,2018-02-08
Nuketown,Ski Mask the Slump God,2018,74lnM5V6ecvoTPV0fvptx9,Nuketown (feat. Juice WRLD),"Ski Mask The Slump God, Juice WRLD",74lnM5V6ecvoTPV0fvptx9,2018-11-30
Number 10,Interpol,2018,6Epjc6EPgXsCKCyi6eAaNK,Number 10,Interpol,6Epjc6EPgXsCKCyi6eAaNK,2018-08-24
Ocean,TK Kravitz,2018,2yI8omCrTAyrTcK7NRppu7,Ocean (feat. Jacquees),"TK Kravitz, Jacquees",2yI8omCrTAyrTcK7NRppu7,2018-06-22
Ocean,Martin Garrix,2018,3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),"Martin Garrix, Khalid",3nc420PXjTdBV5TN0gCFkS,2018-06-15
Ocean Dreamer,Raul Midon,2018,4AI6T5S9ccLuykyjKBBkqg,Ocean Dreamer,"Raul Midón, Metropole Orkest",4AI6T5S9ccLuykyjKBBkqg,2018-09-14
Oh My,Natalie Prass,2018,2aRom6JjM2fH9dt971uewi,Oh My,Natalie Prass,2aRom6JjM2fH9dt971uewi,2018-06-01
"Oh, What A World",Kacey Musgraves,2018,5ToJzoVfLYyF7ohMOBNObi,"Oh, What A World",Kacey Musgraves,5ToJzoVfLYyF7ohMOBNObi,2018-03-30
Ohio,Andrew McMahon in the Wilderness,2018,44VMIYttRMiruEmIObpz7P,Ohio,Andrew McMahon in the Wilderness,44VMIYttRMiruEmIObpz7P,2018-11-16
Okra,"Tyler, the Creator",2018,74ZovzRxHBvCq5yIwe8boh,OKRA,"Tyler, The Creator",74ZovzRxHBvCq5yIwe8boh,2018-03-30
Old Castles,Paul Weller,2018,65yzeXye6OFzjelGCZz4lK,Old Castles,Paul Weller,65yzeXye6OFzjelGCZz4lK,2018-09-14
Old Friends,Ben Rector,2018,4MZQ3lHA1TYO6yyedtmBYg,Old Friends,Ben Rector,4MZQ3lHA1TYO6yyedtmBYg,2018-06-22
Old Town Road,Lil Nas X,2018,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2YpeDb67231RjR0MgVLzsG,2019-06-21
On Me,Meek Mill,2018,3DnZfpfe8wLeJgzc00gKeW,On Me (feat. Cardi B),"Meek Mill, Cardi B",3DnZfpfe8wLeJgzc00gKeW,2018-11-30
On My Love,We the Kings,2018,0htO5r4IUyYLh89w9X2Ddc,On My Love,We The Kings,0htO5r4IUyYLh89w9X2Ddc,2018-07-06
On My Way to You,Cody Johnson,2018,3OjNkFFZavF89xvRqWCXmU,On My Way to You,Cody Johnson,3OjNkFFZavF89xvRqWCXmU,2019-01-18
On The Soul Side Of Town,Tower of Power,2018,3bDyc5eKCkbUJqqfC118QC,On the Soul Side of Town,Tower Of Power,3bDyc5eKCkbUJqqfC118QC,2018-06-01
Once An Addict (Interlude),J. Cole,2018,0Px86mRlxdB3YqpK6KXWlr,Once an Addict - Interlude,J. Cole,0Px86mRlxdB3YqpK6KXWlr,2018-04-20
Once In My Life,The Decemberists,2018,2MiX5yjl5t1W4HgM6zTbDC,Once In My Life,The Decemberists,2MiX5yjl5t1W4HgM6zTbDC,2018-03-16
One Day,Logic,2018,7rKKh8AGVXuNXgLBpTBTFH,One Day (ft. Ryan Tedder),"Logic, Ryan Tedder",7rKKh8AGVXuNXgLBpTBTFH,2018-09-28
One in One Out,We Are Scientists,2018,3LrKEPhAAkP8tkVqgh3dp0,"One In, One Out",We Are Scientists,3LrKEPhAAkP8tkVqgh3dp0,2018-04-27
One Kiss,Calvin Harris,2018,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",7ef4DlsgrMEH11cDZd32M6,2018-04-06
One Minute,XXXTENTACION,2018,0T6RSXxFhW8dRTWHI604ld,One Minute (feat. Kanye West & Travis Barker),"XXXTENTACION, Kanye West, Travis Barker",0T6RSXxFhW8dRTWHI604ld,2018-12-07
One More Day,Snoop Dogg,2018,7FsNhRMjcNxNTfSTmftsZR,One More Day (feat. Charlie Wilson),"Snoop Dogg, Charlie Wilson",7FsNhRMjcNxNTfSTmftsZR,2018-03-16
One Point Perspective,Arctic Monkeys,2018,2AKwcNHeGAqCpD6etK425X,One Point Perspective,Arctic Monkeys,2AKwcNHeGAqCpD6etK425X,2018-05-11
One Song at a Time,Mark Knopfler,2018,5RBbyv8l8BtdTvpo1PQpoK,One Song At A Time,Mark Knopfler,5RBbyv8l8BtdTvpo1PQpoK,2018-11-16
One That Got Away,Michael Ray,2018,2TLDilmv1UmRTfyb7f2Hrx,One That Got Away,Michael Ray,2TLDilmv1UmRTfyb7f2Hrx,2018-06-01
One Track Mind,30 Seconds to Mars,2018,6xIjBWc64t5DZs9zXpSShy,One Track Mind (feat. A$AP Rocky),"Thirty Seconds To Mars, A$AP Rocky",6xIjBWc64t5DZs9zXpSShy,2018-03-23
Only Jesus,Casting Crowns,2018,5SVARIypUactzhS79rk6x8,Only Jesus,Casting Crowns,5SVARIypUactzhS79rk6x8,2018-11-16
Only You,Cheat Codes,2018,7IZ7S595rr4Q3E1Zga1Jev,Only You,"Cheat Codes, Little Mix",7IZ7S595rr4Q3E1Zga1Jev,2018-06-22
Oom Sha La La,Haley Heynderickx,2018,28kOpVf1aCgL0LSFfuKV4w,Oom Sha La La,Haley Heynderickx,28kOpVf1aCgL0LSFfuKV4w,2018-03-02
Opening Station,Paul McCartney,2018,1Ouddr47W1oaAhj2ER32kq,Opening Station,Paul McCartney,1Ouddr47W1oaAhj2ER32kq,2018-09-07
OTW,Khalid,2018,6Hgh47WXVKtXN5zGOu0hjI,OTW,"Khalid, 6LACK, Ty Dolla $ign",6Hgh47WXVKtXN5zGOu0hjI,2018-04-20
Our Country,Ray Davies,2018,6fSBedyLOR12nMEYK1uR8Q,Our Country,Ray Davies,6fSBedyLOR12nMEYK1uR8Q,2018-06-29
Out Of Love,Alessia Cara,2018,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,Alessia Cara,4WzhjxvLP95y7AMDy0Atwb,2018-11-30
Over Again,Mike Shinoda,2018,6LkimGaq63NPvSokpdOoPU,Over Again,Mike Shinoda,6LkimGaq63NPvSokpdOoPU,2018-06-15
Over And Over And Over,Jack White,2018,06k5ZWQoJ44zNYlb49zBjc,Over and Over and Over,Jack White,06k5ZWQoJ44zNYlb49zBjc,2018-03-23
Over It,Bullet For My Valentine,2018,0S674qD7nVFL0L7pHs6wUO,Over It,Bullet For My Valentine,0S674qD7nVFL0L7pHs6wUO,2018-06-29
Over My Head,Echosmith,2018,3haxUceS8i97BLoB7WH3Mj,Over My Head,Echosmith,3haxUceS8i97BLoB7WH3Mj,2018-03-15
Palo Santo,Years & Years,2018,0fxtkTrjWfcBjxjzLYBcG3,Palo Santo,Years & Years,0fxtkTrjWfcBjxjzLYBcG3,2019-02-14
Panic Room,Au/Ra,2018,7uUahoeqGNRMbpdeiLj1rS,Panic Room,Au/Ra,7uUahoeqGNRMbpdeiLj1rS,2018-02-09
Parachute,Hawk Nelson,2018,4wTPES6cMakFS6V70klWsO,Parachute,Hawk Nelson,4wTPES6cMakFS6V70klWsO,2018-02-23
Paradise,George Ezra,2018,38zwkK6TtTjIW9tpYBfZ3D,Paradise,George Ezra,38zwkK6TtTjIW9tpYBfZ3D,2018-03-23
Paradise,BTS,2018,01dmH2IPkrLNWIMPNXlreE,Paradise,BTS,01dmH2IPkrLNWIMPNXlreE,2018-05-18
Parallel Line,Keith Urban,2018,567gPvGfxxKoZxDKqM9tEl,Parallel Line,Keith Urban,567gPvGfxxKoZxDKqM9tEl,2018-04-27
Paramedic!,SOB x RBE,2018,2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,SOB X RBE,2tPcTFiQF9MbVUyjZ3zDhA,2018-02-09
Paranoid,Post Malone,2018,3fpVWegR6YOS1Yk5HSMYIq,Paranoid,Post Malone,3fpVWegR6YOS1Yk5HSMYIq,2018-04-27
Party For One,Carly Rae Jepsen,2018,1mqNgH16F1yVeqWLbhXjEE,Party For One - More Giraffes Remix,"Carly Rae Jepsen, More Giraffes",1mqNgH16F1yVeqWLbhXjEE,2018-12-14
Party Of One,Brandi Carlile,2018,25fcj6d2W1l8DQL11Czdzb,Party of One (feat. Sam Smith),"Brandi Carlile, Sam Smith",25fcj6d2W1l8DQL11Czdzb,2018-10-17
Patricia,Florence + the Machine,2018,6nmr64Mo4RD3R1pLshvmoG,Patricia,Florence + The Machine,6nmr64Mo4RD3R1pLshvmoG,2018-06-29
Peak,Drake,2018,11L064movtyopGdLiX4sVg,Peak,Drake,11L064movtyopGdLiX4sVg,2018-06-29
People Get Old,Lori McKenna,2018,2Tm7nXWJouomHeRN9bT6IK,People Get Old,Lori McKenna,2Tm7nXWJouomHeRN9bT6IK,2018-07-20
People Give In,Manic Street Preachers,2018,47zaDP1ycAe75JHLNDgaUe,People Give In,Manic Street Preachers,47zaDP1ycAe75JHLNDgaUe,2018-04-13
People Want Peace,Paul McCartney,2018,6RQ1fA92rn0HmMBpOsdxBp,People Want Peace,Paul McCartney,6RQ1fA92rn0HmMBpOsdxBp,2018-09-07
Perfect,Anne-Marie,2018,0DC7Zs2qvAbNK1owWQ4mlL,Perfect to Me,Anne-Marie,0DC7Zs2qvAbNK1owWQ4mlL,2018-11-02
Performance,White Denim,2018,3epjmAUM9oXepZ1786bJ2E,Performance,White Denim,3epjmAUM9oXepZ1786bJ2E,2018-08-24
Personal,Against The Current,2018,0cIzLqNb6Q4ulZOcuOmPcL,Personal,Against The Current,0cIzLqNb6Q4ulZOcuOmPcL,2018-09-28
Pete Davidson,Ariana Grande,2018,0XOnMqLQDO89iAg7dWWwnG,pete davidson,Ariana Grande,0XOnMqLQDO89iAg7dWWwnG,2018-08-17
Photograph,J. Cole,2018,0bhnUFDQFCEHCBlsQfHnj5,Photograph,J. Cole,0bhnUFDQFCEHCBlsQfHnj5,2018-04-20
Piece of Me,Bullet For My Valentine,2018,6VUjI7ZOZXsoaUL25FV5PL,Piece Of Me,Bullet For My Valentine,6VUjI7ZOZXsoaUL25FV5PL,2018-06-29
Piece of Your Heart,Meduza,2018,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,"MEDUZA, Goodboys",1DFD5Fotzgn6yYXkYsKiGs,2019-02-01
Pink Hearts,Hawthorne Heights,2018,3jBVbUiGtySOvHyIaIXBLD,Pink Hearts,Hawthorne Heights,3jBVbUiGtySOvHyIaIXBLD,2018-04-27
Pioneers,For King & Country,2018,2fOs1YeQPjNEIZgLbI80h5,Pioneers,"for KING & COUNTRY, Moriah, Courtney",2fOs1YeQPjNEIZgLbI80h5,2018-10-05
Pipe,Christina Aguilera,2018,3cFWrR4fqK8mmmoJSxLkts,Pipe (feat. XNDA),"Christina Aguilera, XNDA",3cFWrR4fqK8mmmoJSxLkts,2018-06-15
Pirate Song,Kenny Chesney,2018,5DESvl3uwQxvVoiFnDmv3m,Pirate Song,Kenny Chesney,5DESvl3uwQxvVoiFnDmv3m,2018-07-27
Place To Start,Mike Shinoda,2018,1yILpfbu3ZHCgA04NOCXwK,Place To Start,Mike Shinoda,1yILpfbu3ZHCgA04NOCXwK,2018-06-15
Play,Jax Jones,2018,29R1IMTTbDDA3VNlk6UEW5,Play,"Jax Jones, Years & Years",29R1IMTTbDDA3VNlk6UEW5,2018-11-28
Playboy Style,Clean Bandit,2018,3uYOVV9hpYLk6scE9xvAqt,Playboy Style (feat. Charli XCX & Bhad Bhabie),"Clean Bandit, Charli XCX, Bhad Bhabie",3uYOVV9hpYLk6scE9xvAqt,2018-11-30
Playinwitme,Kyle,2018,4F1yvJfQ7gJkrcgFJQDjOr,Playinwitme (feat. Kehlani),"KYLE, Kehlani",4F1yvJfQ7gJkrcgFJQDjOr,2018-05-18
Please Mr Gunman,Mudhoney,2018,7EmseSat1Vbyloh9Gizkrf,Please Mr. Gunman,Mudhoney,7EmseSat1Vbyloh9Gizkrf,2018-09-28
Plug Walk,Rich The Kid,2018,1ZAyjvIk9YiD76yYy0TEG6,Plug Walk,Rich The Kid,1ZAyjvIk9YiD76yYy0TEG6,2018-03-30
Polaroid,Jonas Blue,2018,49COPp81lGS9Hl9OwKlsKl,Polaroid,"Jonas Blue, Liam Payne, Lennon Stella",49COPp81lGS9Hl9OwKlsKl,2018-11-09
Porkies,Don Broco,2018,6tesaIrsFoOAUVkqk8Vkjv,Porkies,DON BROCO,6tesaIrsFoOAUVkqk8Vkjv,2018-02-02
Portrait,Mariah Carey,2018,2flnYutr2WlFzi6ZpXz8ci,Portrait,Mariah Carey,2flnYutr2WlFzi6ZpXz8ci,2018-11-16
Postcard,First Aid Kit,2018,2Xvjhf7ZECR2hwaCAcsFgb,Postcard,First Aid Kit,2Xvjhf7ZECR2hwaCAcsFgb,2018-01-19
Poundshop Kardashians,Sam Fender,2018,0qWgm1JTDWdfJX9Lsj8mdR,Poundshop Kardashians,Sam Fender,0qWgm1JTDWdfJX9Lsj8mdR,2018-11-19
Power,Peace,2018,2QszJUiPUPlKfexpkNkd38,Power,Peace,2QszJUiPUPlKfexpkNkd38,2018-05-04
Powerglide,Rae Sremmurd,2018,1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",1BuZAIO8WZpavWVbbq3Lci,2018-05-04
Praise the Lord (Da Shine),A$AP Rocky,2018,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",7ycWLEP1GsNjVvcjawXz3z,2018-05-25
Pray For Me,Kendrick Lamar,2018,4ofvoCdXq99vpMZO4Cfp8x,Pray For Me (with Kendrick Lamar),"The Weeknd, Kendrick Lamar",4ofvoCdXq99vpMZO4Cfp8x,2018-02-02
Prayers,Good Charlotte,2018,2HLOsBfH6RCLq85GVodkLe,Prayers,Good Charlotte,2HLOsBfH6RCLq85GVodkLe,2018-09-14
Predator,Saxon,2018,1JgKgKCRWvqWttZf7nDUVP,Predator,Saxon,1JgKgKCRWvqWttZf7nDUVP,2018-02-02
Predictable,You Me at Six,2018,7cBQZYd4sf6sfpwpGd3vbr,Predictable,You Me At Six,7cBQZYd4sf6sfpwpGd3vbr,2018-10-05
Preppy Boy,John Grant,2018,2h8TedNjtjiCdu3Uq4KcRz,Preppy Boy,John Grant,2h8TedNjtjiCdu3Uq4KcRz,2018-10-12
Pressure,Muse,2018,3eSyMBd7ERw68NVB3jlRmW,Pressure,Muse,3eSyMBd7ERw68NVB3jlRmW,2018-11-09
Pretty Shining People,George Ezra,2018,2JVwsN6viHjR9t5pCPQ4Br,Pretty Shining People,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,2018-03-23
Prey,Parkway Drive,2018,7lMFAK8dv0QkWpIlZcWQlJ,Prey,Parkway Drive,7lMFAK8dv0QkWpIlZcWQlJ,2018-05-04
Primadonna Like Me,The Struts,2018,3YFaqvSgFBxiJA2xrc70yq,Primadonna Like Me,The Struts,3YFaqvSgFBxiJA2xrc70yq,2018-10-19
Private Life,tUnE-yArDs,2018,65IXQJHNcAQ1FfRUVtwh9M,Private Life,Tune-Yards,65IXQJHNcAQ1FfRUVtwh9M,2018-01-19
Privilege,The Weeknd,2018,0Nwar8rweBUyfyuoyjjUvk,Privilege,The Weeknd,0Nwar8rweBUyfyuoyjjUvk,2018-03-30
Promises,Calvin Harris,2018,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",5N5k9nd479b1xpDZ4usjrg,2018-08-17
Propaganda,Muse,2018,2sHLWUTiaBPGOIZinpqO4C,Propaganda,Muse,2sHLWUTiaBPGOIZinpqO4C,2018-11-09
Prosperity Gospel,Mudhoney,2018,47tC7Mdu9G8LZkKmiGYlUo,Prosperity Gospel,Mudhoney,47tC7Mdu9G8LZkKmiGYlUo,2018-09-28
Psycho,Post Malone,2018,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",3swc6WTsr7rl9DqQKQA55C,2018-04-27
Psychosis,Benga,2018,3TI01blUEGQj3Vgx4TPzeT,Psychosis,Benga,3TI01blUEGQj3Vgx4TPzeT,2018-02-09
Purity,A$AP Rocky,2018,2MF4HtZHBoUliOi9nOAbS0,Purity (feat. Frank Ocean),"A$AP Rocky, Frank Ocean",2MF4HtZHBoUliOi9nOAbS0,2018-05-25
Push Back,Ne-Yo,2018,4JS7PwFSIt32LBRGl4nM0A,PUSH BACK,"Ne-Yo, Bebe Rexha, Stefflon Don",4JS7PwFSIt32LBRGl4nM0A,2018-06-08
Pushing Up Daisies (Love Alive),Brothers Osborne,2018,1IxMWIX1soqNONa7H0LD6U,Pushing Up Daisies (Love Alive),Brothers Osborne,1IxMWIX1soqNONa7H0LD6U,2018-04-20
PYNK,Janelle Mon_e,2018,5OpiyfqaQLdtwHd3SfembH,Pynk (feat. Grimes),"Janelle Monáe, Grimes",5OpiyfqaQLdtwHd3SfembH,2018-04-27
Quarter Past Midnight,Bastille,2018,1etiUDkISHELzQGMY79ryt,Quarter Past Midnight,Bastille,1etiUDkISHELzQGMY79ryt,2018-05-09
Queen,Shawn Mendes,2018,6D8FZWtCQRtQUVT3mpjrZs,Queen,Shawn Mendes,6D8FZWtCQRtQUVT3mpjrZs,2018-05-25
Queen Of Diamonds,Tom Odell,2018,7j1iKaf142PxOeKxbbqWFi,Queen of Diamonds,Tom Odell,7j1iKaf142PxOeKxbbqWFi,2018-10-26
Queendom,Aurora,2018,05ECwPnazfFGuwy6JExPPq,Queendom,AURORA,05ECwPnazfFGuwy6JExPPq,2018-09-28
Queens Don't,RaeLynn,2018,0ExiKxfY5rHBW06TcV1xXU,Queens Don't,RaeLynn,0ExiKxfY5rHBW06TcV1xXU,2018-03-16
Questions,Cozz,2018,5OAr06c94n3ORwJytObpL4,Questions,Cozz,5OAr06c94n3ORwJytObpL4,2018-02-13
R.E.M.,Ariana Grande,2018,1xWH8zYtDeS9mW1JJG23VZ,R.E.M,Ariana Grande,1xWH8zYtDeS9mW1JJG23VZ,2018-08-17
R.I.P. Screw,Travis Scott,2018,4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,Travis Scott,4SZepBIPDRwPaHIjAKwRDb,2018-08-03
Rabbit's Revenge,Tom Morello,2018,7fN3nvdONTQwkYA9z0UnJC,"Rabbit’s Revenge (feat. Bassnectar, Big Boi, and Killer Mike)","Tom Morello, Bassnectar, Big Boi, Killer Mike",7fN3nvdONTQwkYA9z0UnJC,2018-08-10
Radioland,Ashley McBryde,2018,7qgaI5GoFJpVOBdoplIFR7,Radioland,Ashley McBryde,7qgaI5GoFJpVOBdoplIFR7,2018-03-30
Rainbow,Kacey Musgraves,2018,79qxwHypONUt3AFq0WPpT9,Rainbow,Kacey Musgraves,79qxwHypONUt3AFq0WPpT9,2018-03-30
Rainier Fog,Alice in Chains,2018,16muBPcWmkHSl1uM4tE8WL,Rainier Fog,Alice In Chains,16muBPcWmkHSl1uM4tE8WL,2018-08-24
Rap Devil,Machine Gun Kelly,2018,63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,Machine Gun Kelly,63TyoT9Ee03rQxv8xmdJ2l,2018-09-08
Raw,Sigrid,2018,1VQOeaOFnSH1ztrTUX3Hxa,Raw,Sigrid,1VQOeaOFnSH1ztrTUX3Hxa,2018-07-11
Really Gone,Chvrches,2018,0FaVlC0DFDViT0svJC6lpK,Really Gone,CHVRCHES,0FaVlC0DFDViT0svJC6lpK,2018-05-25
Rearview Town,Jason Aldean,2018,5WA2SHuL5eesmPnYflNzlT,Rearview Town,Jason Aldean,5WA2SHuL5eesmPnYflNzlT,2018-04-13
Rebel Heart,First Aid Kit,2018,460VbsObk5l2FGYxUDtaA6,Rebel Heart,First Aid Kit,460VbsObk5l2FGYxUDtaA6,2018-01-19
Reborn,Kids See Ghosts,2018,4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,4RVbK6cV0VqWdpCDcx3hiT,2018-06-08
Records From Your Room,The Innocence Mission,2018,0MxWytOCt8K3P53SwqGl8t,Records from Your Room,The Innocence Mission,0MxWytOCt8K3P53SwqGl8t,2018-06-29
Redemption,Babes Wodumo,2018,76iVOVsliCHlWqKuDnCfhE,Redemption (with Babes Wodumo),"Zacari, Babes Wodumo",76iVOVsliCHlWqKuDnCfhE,2018-02-09
Redemption,Jay Rock,2018,3thNB1fmi1wuhJ1vWCRuNz,Redemption (feat. SZA),"Jay Rock, SZA",3thNB1fmi1wuhJ1vWCRuNz,2018-06-15
Rednecker,Hardy,2018,0YVdTI4w1BEqSjGNXcRjX1,REDNECKER,HARDY,0YVdTI4w1BEqSjGNXcRjX1,2018-10-19
Refute,Stephen Malkmus & the Jicks,2018,1xF1VT7hdbwBSuHoHvAlcl,Refute,Stephen Malkmus & The Jicks,1xF1VT7hdbwBSuHoHvAlcl,2018-05-18
Relentless,Arkells,2018,5hJIXjkiC4AHgZBbxnhrQU,Relentless,Arkells,5hJIXjkiC4AHgZBbxnhrQU,2018-10-19
Remember When,Bad Wolves,2018,7jp3STyCSsoakSPUoKTtFX,Remember When,Bad Wolves,7jp3STyCSsoakSPUoKTtFX,2018-05-11
Requiem for A Private War,Annie Lennox,2018,18P6WeFi8MY8s7bcVcdjWC,Requiem For A Private War,Annie Lennox,18P6WeFi8MY8s7bcVcdjWC,2018-11-02
Rescue,Lauren Daigle,2018,7r9kOxiNDnkAg5QKqtyjVk,Rescue,Lauren Daigle,7r9kOxiNDnkAg5QKqtyjVk,2018-09-07
Rescue Me,30 Seconds to Mars,2018,4R1blcuvrin6EEgyDFljSg,Rescue Me,Thirty Seconds To Mars,4R1blcuvrin6EEgyDFljSg,2018-06-15
Respect Commander,Jack White,2018,5Ufy7zdmfzdmQ0KfY1Li9X,Respect Commander,Jack White,5Ufy7zdmfzdmQ0KfY1Li9X,2018-03-23
Resurrection Power,Chris Tomlin,2018,20bD4lkiXkxl5VVg0Y7Tjz,Resurrection Power,Chris Tomlin,20bD4lkiXkxl5VVg0Y7Tjz,2018-01-12
Revolution,Michael W. Smith,2018,4ZpCNDsQGVO9DWMNdBd3AX,Revolution,Michael W. Smith,4ZpCNDsQGVO9DWMNdBd3AX,2018-02-16
Rich & Sad,Post Malone,2018,2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,Post Malone,2VdT56BGpdqNHUgOe1j5vc,2018-04-27
Rich Sex,Nicki Minaj,2018,2D1MK9oaxy7axXggy3iVbp,Rich Sex (feat. Lil Wayne),"Nicki Minaj, Lil Wayne",2D1MK9oaxy7axXggy3iVbp,2018-08-10
Ride On A Rainbow,Raul Midon,2018,3pb0nhWrE5AGaTpZ9fFHRh,Ride on a Rainbow,"Raul Midón, Metropole Orkest",3pb0nhWrE5AGaTpZ9fFHRh,2018-09-14
Right Now,Nick Jonas,2018,43wzy7JxMEfvCh8ZFeZKYk,Right Now,"Nick Jonas, Robin Schulz",43wzy7JxMEfvCh8ZFeZKYk,2018-08-24
Right to Be,Turnstile,2018,0daq1H3rG1sN3Q2QhhD7lB,Right To Be,Turnstile,0daq1H3rG1sN3Q2QhhD7lB,2018-02-23
Ring,Cardi B,2018,5DfWF0jqMgZDCiu9zJENTA,Ring (feat. Kehlani),"Cardi B, Kehlani",5DfWF0jqMgZDCiu9zJENTA,2018-04-06
Ring Ring,Jax Jones,2018,3pSfoP1xZllxEuZ6Oh6ebn,Ring Ring (feat. Mabel & Rich The Kid),"Jax Jones, Mabel, Rich The Kid",3pSfoP1xZllxEuZ6Oh6ebn,2018-06-22
"Ring the Alarm pt. 1, pt. 2, pt.3",The Black Eyed Peas,2018,1ssT0otwEbYRU2D0paC5gY,RING THE ALARM pt.1 pt.2 pt.3,Black Eyed Peas,1ssT0otwEbYRU2D0paC5gY,2018-10-26
Rise,Johnny Marr,2018,3LIEe4caLFDk9kQ43LRrLR,Rise,Johnny Marr,3LIEe4caLFDk9kQ43LRrLR,2018-06-15
Rise,Jonas Blue,2018,3u1S1OmAUhx5DRlLrXqyp3,Rise,"Jonas Blue, Jack & Jack",3u1S1OmAUhx5DRlLrXqyp3,2018-05-25
Rise Up,Cliff Richard,2018,2Z2NPdNWdU5uPpGrdTWjDg,Rise Up,Cliff Richard,2Z2NPdNWdU5uPpGrdTWjDg,2018-08-29
River,Josh Groban,2018,4ixYoAjXilw3Y5U1MU2mCf,River,Josh Groban,4ixYoAjXilw3Y5U1MU2mCf,2018-09-21
Road to Happiness,Cam,2018,43leIkqjRU95aAi5Dokdge,Road To Happiness,Cam,43leIkqjRU95aAi5Dokdge,2018-07-12
Roaring 20s,Panic! At The Disco,2018,0wdV94AXGRphrbkDWLNzVC,Roaring 20s,Panic! At The Disco,0wdV94AXGRphrbkDWLNzVC,2018-06-22
Rock Dreams,The Lemon Twigs,2018,4FYlwkMezjJd5ThAcujF19,Rock Dreams,The Lemon Twigs,4FYlwkMezjJd5ThAcujF19,2018-08-24
Rockin' With The Best,P.O.D.,2018,4Czy1dC4QQytsp6U5uySHu,Rockin' With The Best,P.O.D.,4Czy1dC4QQytsp6U5uySHu,2018-11-16
Roll Me Under,Stone Temple Pilots,2018,62e5c5tNuR641PEsB6e5wD,Roll Me Under,Stone Temple Pilots,62e5c5tNuR641PEsB6e5wD,2018-03-16
Rose of Sharon,Mumford & Sons,2018,6QGb8pyepToNZDcZcTM6or,Rose Of Sharon,Mumford & Sons,6QGb8pyepToNZDcZcTM6or,2018-11-16
Rose Tinted Cheeks,"Tyler, the Creator",2018,6CX8iJYJQi1wd3wXER36dY,Rose Tinted Cheeks,"Mint Juul, Xxxtyler",6CX8iJYJQi1wd3wXER36dY,2018-11-02
Roses,Benny Blanco,2018,1KVczjazCcCCgM3gXXUl47,Roses (with Juice WRLD feat. Brendon Urie),"benny blanco, Juice WRLD, Brendon Urie",1KVczjazCcCCgM3gXXUl47,2018-12-07
Royal Beggars,Architects,2018,50xyeJL2Hs9FDgtI1ROeB0,Royal Beggars,Architects,50xyeJL2Hs9FDgtI1ROeB0,2018-11-09
Ruin My Life,Zara Larsson,2018,5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,5tAa8Uaqr4VvA3693mbIhU,2018-10-18
Ruins,First Aid Kit,2018,3PWW2hb1V9z84dX9w6XkiN,Ruins,First Aid Kit,3PWW2hb1V9z84dX9w6XkiN,2018-01-19
Run & Hide,Nicki Minaj,2018,3yRtCntPrFnfYgiqn1He2o,Run & Hide,Nicki Minaj,3yRtCntPrFnfYgiqn1He2o,2018-08-10
Run Away From It All,Blackberry Smoke,2018,7MOTCiY8t7HHBwaBb2CafC,Run Away from It All - Acoustic,Blackberry Smoke,7MOTCiY8t7HHBwaBb2CafC,2018-07-20
Run for Your Life,K.Flay,2018,61U0vXDPz3BhHelGfglTxB,Run For Your Life - From The Original Motion Picture “Tomb Raider”,K.Flay,61U0vXDPz3BhHelGfglTxB,2018-02-16
