,name,artists,hit,sentiment,score
19232,Mood Ring,Lorde,0.0,neutral,-0.3094
19233,Moon,Kanye West,1.0,positive,0.9737
19234,MORE JOY! (feat. CHAI),"Duran Duran, CHAI",0.0,positive,0.9644
19235,Motley Crew,Post Malone,1.0,positive,0.7476
19236,Motorbike,Leon Bridges,0.0,positive,0.9901
19237,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,1.0,negative,-0.9201
19238,My Baby Wants A Baby,St. Vincent,0.0,negative,-0.8875
19239,My Heart Goes (La Di Da) (feat. Topic),"Becky Hill, Topic",0.0,positive,0.9943
19240,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",0.0,negative,-0.9939
19241,My Masterpiece,Darius Rucker,0.0,positive,0.9954
19242,My Only One,Betty Moon,0.0,positive,0.9859
19243,N 2 Deep,"Drake, Future",1.0,negative,-0.9972
19244,NDA,Billie Eilish,1.0,negative,-0.7762
19245,Need to Know,Doja Cat,1.0,negative,-0.9527
19246,Never Wanted To Be That Girl,"Carly Pearce, Ashley McBryde",0.0,negative,-0.9215
19247,New Love (feat. Ellie Goulding),"Silk City, Ellie Goulding, Diplo, Mark Ronson",0.0,positive,0.9996
19248,New Normal,Khalid,0.0,negative,-0.6997
19249,New Truck,Florida Georgia Line,0.0,positive,0.9652
19250,Night Train,The Accidentals,0.0,negative,-0.9581
19251,No Child Left Behind,Kanye West,0.0,negative,-0.7003
19252,No Friends In The Industry,Drake,1.0,negative,-0.907
19253,No Gods No Masters,Garbage,0.0,positive,0.9337
19254,No Hard Feelings,Wolf Alice,0.0,negative,-0.6785
19255,No More Parties - Remix,"Coi Leray, Lil Durk",1.0,negative,-0.9742
19256,No One’s Gonna Break This Heart (Again),The Verve Pipe,0.0,positive,0.8453
19257,No Return (with The Kid LAROI & Lil Durk),"Polo G, The Kid LAROI, Lil Durk",1.0,negative,-0.9893
19258,No Son Of Mine,Foo Fighters,0.0,negative,-0.9955
19259,No Time (feat. Lil Durk),"KSI, Lil Durk",0.0,positive,0.9902
19260,Not My Responsibility,Billie Eilish,0.0,positive,0.7105
19261,Not Yet,Brett Young,0.0,positive,0.9917
19262,Not Your Muse,Celeste,0.0,positive,0.9477
19263,Note To Self,John Splithoff,0.0,positive,0.9216
19264,Nowhere Generation,Rise Against,0.0,negative,-0.9854
19265,Oblivion,Royal Blood,0.0,negative,-0.9846
19266,Obsessed With You,Central Cee,0.0,negative,-0.9949
19267,Off My Face,Justin Bieber,1.0,positive,0.8793
19268,Off The Grid,Kanye West,1.0,positive,0.9976
19269,Oh Dearie,Matt Berninger,0.0,positive,0.9368
19270,Ok Ok,Kanye West,0.0,positive,0.9681
19271,Oliver Twist,ArrDee,0.0,positive,0.9891
19272,omomo punk,Warren Hue,0.0,negative,-0.8119
19273,On The Ground,ROSÉ,0.0,positive,0.735
19274,One + One,Death From Above 1979,0.0,positive,0.9931
19275,One Day,Lovejoy,0.0,neutral,-0.4284
19276,One Foot in Front of the Other,Griff,0.0,positive,0.9816
19277,One Mississippi,Kane Brown,1.0,positive,0.9778
19278,Only a Matter of Time,Joshua Bassett,0.0,positive,0.9767
19279,Only Love Can Save Me Now [Feat. Matt Cameron & Kim Thayil],"The Pretty Reckless, Matt Cameron, Kim Thayil",0.0,positive,0.9923
19280,Only Thing That’s Gone (feat. Chris Stapleton),"Morgan Wallen, Chris Stapleton",0.0,positive,0.895
19281,Open up the Heavens,Jade Bird,0.0,positive,0.9767
19282,Our Song,"Anne-Marie, Niall Horan",0.0,positive,0.9828
19283,OUT OUT (feat. Charli XCX & Saweetie),"Joel Corry, Jax Jones, Charli XCX, Saweetie",0.0,positive,0.9359
19284,Over The Top (feat. Drake),"Smiley, Drake",0.0,neutral,-0.474
19285,Overdrive,Conan Gray,0.0,neutral,0.0708
19286,OverHeated,Billie Eilish,0.0,positive,0.8029
19287,Oxytocin,Billie Eilish,0.0,neutral,-0.4972
19288,Pain,PinkPantheress,0.0,negative,-0.6956
19289,Pamphlets,Squid,0.0,positive,0.9628
19290,Papi’s Home,Drake,1.0,positive,0.9877
19291,Paralyzed,Sueco,1.0,negative,-0.8496
19292,Patience (feat. YUNGBLUD & Polo G),"KSI, YUNGBLUD, Polo G",0.0,negative,-0.9177
19293,Pay Your Way In Pain,St. Vincent,0.0,positive,0.5913
19294,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",1.0,positive,0.9938
19295,People Watching,Conan Gray,0.0,positive,0.9985
19296,Pepas,Farruko,1.0,positive,0.5363
19297,Permission to Dance,BTS,1.0,positive,0.966
19298,Pipe Down,Drake,1.0,negative,-0.8229
19299,Power,Daniel Lanois,0.0,negative,-0.852
19300,Powerless,Mat Kearney,0.0,negative,-0.9807
19301,Praise God,Kanye West,0.0,positive,0.9369
19302,Praise the Void (Resurrected),Demon Hunter,0.0,positive,0.9992
19303,Pressure Machine,The Killers,0.0,positive,0.8722
19304,p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",1.0,negative,-0.9984
19305,Provide (feat. Chris Brown & Mark Morrison),"G-Eazy, Chris Brown, Mark Morrison",0.0,negative,-0.9547
19306,Psycho,Maisie Peters,0.0,negative,-0.994
19307,p u n c h i n ‘ . t h e . c l o c k,J. Cole,1.0,negative,-0.9813
19308,Purge The Poison,MARINA,0.0,negative,-0.9953
19309,Quiet Town,The Killers,0.0,neutral,0.386
19310,Race My Mind,Drake,1.0,negative,-0.6628
19311,range brothers (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",0.0,negative,-0.9986
19312,RAPSTAR,Polo G,1.0,negative,-0.9956
19313,Ready (feat. Summer Walker),"Fredo, Summer Walker",0.0,positive,0.9963
19314,Real As It Gets (feat. EST Gee),"Lil Baby, EST Gee",1.0,positive,0.9678
19315,Really Great,The Connells,0.0,positive,0.9943
19316,Recover,James,0.0,positive,0.9111
19317,red flags,Lisa Heller,0.0,negative,-0.8733
19318,Redneck Be Like,Thomas Rhett,0.0,positive,0.9837
19319,RELATE,for KING & COUNTRY,0.0,positive,0.973
19320,Remember,"Becky Hill, David Guetta",0.0,negative,-0.9141
19321,Renegade (feat. Taylor Swift),"Big Red Machine, Taylor Swift",0.0,negative,-0.9926
19322,Richer,"Rod Wave, Polo G",1.0,positive,0.995
19323,Right on Time,Brandi Carlile,0.0,negative,-0.85
19324,right where you left me - bonus track,Taylor Swift,0.0,negative,-0.9731
19325,Ritchie Sacramento,Mogwai,0.0,neutral,0.4549
19326,Roadtrip,"Dream, PmBata",0.0,negative,-0.8273
19327,Rock & Roll Found Me,Eric Church,0.0,positive,0.8119
19328,Rumors (feat. Cardi B),"Lizzo, Cardi B",1.0,negative,-0.8914
19329,Run,OneRepublic,0.0,positive,0.9976
19330,Runaway Horses (feat. Phoebe Bridgers) - Abridged,"The Killers, Phoebe Bridgers",0.0,positive,0.8986
19331,Ryne’s Song,Ashe,0.0,positive,0.983
19332,Same Boat,Zac Brown Band,1.0,positive,0.9122
19333,Sand In My Boots,Morgan Wallen,1.0,positive,0.9924
19334,Saturday,Twenty One Pilots,0.0,positive,0.981
19335,Savage Good Boy,Japanese Breakfast,0.0,positive,0.8227
19336,Save Me (From You),Paul Stanley's Soul Station,0.0,positive,1.0
19337,Say What You Will,James Blake,0.0,positive,0.872
19338,Scars in Heaven,Casting Crowns,0.0,positive,0.978
19339,Seeing Green (with Drake & Lil Wayne),"Nicki Minaj, Drake, Lil Wayne",1.0,negative,-0.9847
19340,Self Destructor,Chevelle,0.0,negative,-0.9778
19341,Selfish Love (with Selena Gomez),"DJ Snake, Selena Gomez",0.0,positive,0.9962
19342,Senjutsu,Iron Maiden,0.0,positive,0.9446
19343,September,James Arthur,0.0,positive,0.9857
19344,Serotonin,girl in red,0.0,negative,-0.9712
19345,Seventeen Going Under - Edit,Sam Fender,0.0,negative,-0.9696
19346,sha-la-la,"Elizabeth & the Catapult, Adam Minkoff",0.0,negative,-0.9934
19347,Shades Of Blue,Paul Weller,0.0,positive,0.7057
19348,Sharing Locations (feat. Lil Baby & Lil Durk),"Meek Mill, Lil Durk, Lil Baby",1.0,negative,-0.9993
19349,Shivers,Ed Sheeran,1.0,positive,0.9973
19350,Should’ve Known Better,Carly Pearce,0.0,positive,0.9575
19351,Shouldn't Matter but It Does,John Mayer,0.0,negative,-0.8202
19352,Shy Away,Twenty One Pilots,0.0,positive,0.9926
19353,Silver,Rising Appalachia,0.0,negative,-0.9908
19354,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",1.0,positive,0.8638
19355,Ski,"Young Stoner Life, Young Thug, Gunna",1.0,positive,0.9952
19356,Skin,Sabrina Carpenter,1.0,positive,0.9865
19357,Skinny Dipping,Sabrina Carpenter,0.0,positive,0.9713
19358,Slow Clap (with Saweetie),"Gwen Stefani, Saweetie",0.0,positive,0.8316
19359,Smile,Wolf Alice,0.0,positive,0.9636
19360,Sober,Bailey Bryan,0.0,positive,0.9961
19361,Solar Power,Lorde,0.0,neutral,0.4472
19362,Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna, Drake",1.0,positive,0.9863
19363,Some Habits,Cole Swindell,0.0,positive,0.9929
19364,Somebody,Justin Bieber,1.0,positive,0.966
19365,Somebody Loves You,The Snuts,0.0,positive,0.9997
19366,"SORRY NOT SORRY (feat. Nas, JAY-Z & James Fauntleroy) - Harmonies by The Hive","DJ Khaled, Nas, JAY-Z, James Fauntleroy",0.0,positive,0.965
19367,Sounds Like A Good Time,Payton Smith,0.0,positive,0.9986
19368,Spaceman,Nick Jonas,0.0,positive,0.9757
19369,Spanish Doors - Album Mix,Liz Phair,0.0,negative,-0.9852
19370,star-crossed,Kacey Musgraves,0.0,neutral,0.1926
19371,Starstruck,Years & Years,0.0,neutral,-0.3316
19372,Starting Line,Luke Hemmings,0.0,negative,-0.9667
19373,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",1.0,negative,-0.661
19374,Steadman's Wake,The Connells,0.0,positive,0.952
19375,Steal My Love,Dan + Shay,0.0,positive,0.9996
19376,Still Goin Down,Morgan Wallen,1.0,negative,-0.946
19377,Still Looking For Something,Jackson Browne,0.0,positive,0.9925
19378,Stoned at the Nail Salon,Lorde,0.0,positive,0.9854
19379,Stop Making This Hurt,Bleachers,0.0,positive,0.7287
19380,Stop Right Now,Gabrielle,0.0,negative,-0.9695
19381,Stratego,Iron Maiden,0.0,negative,-0.9384
19382,Street Runner,Rod Wave,1.0,positive,0.996
19383,SugarCrash! (feat. Kim Petras & Curtis Waters),"ElyOtto, Kim Petras, Curtis Waters",0.0,negative,-0.6562
19384,Summer 91 (Looking Back),Noizu,0.0,positive,0.9615
19385,Summer Job Money,Chris Lane,0.0,positive,0.9973
19386,Summer of Love (Shawn Mendes & Tainy),"Shawn Mendes, Tainy",1.0,positive,0.9792
19387,SUN GOES DOWN,Lil Nas X,1.0,negative,-0.7946
19388,Surviving The Game,Skillet,0.0,negative,-0.9732
19389,Sword from the Stone,Passenger,0.0,positive,0.9893
19390,Take Care Of You,OneRepublic,0.0,positive,0.9992
19391,Take My Breath,The Weeknd,1.0,positive,0.9892
19392,Talk About,"Rain Radio, DJ Craig Gorman",0.0,positive,0.8002
19393,Talk About Love (feat. Young Thug),"Zara Larsson, Young Thug",0.0,positive,0.9997
19394,Talking To Ourselves,Rise Against,0.0,positive,0.9888
19395,Talking to the Dog at the Party,Leah Nobel,0.0,positive,0.9792
19396,Tears On Tour,Arab Strap,0.0,negative,-0.9571
19397,Tell The Vision (feat. Kanye West & Pusha T),"Pop Smoke, Kanye West, Pusha T",1.0,negative,-0.9561
19398,test drive,Ariana Grande,1.0,negative,-0.9474
19399,Testify,Paul Weller,0.0,positive,0.9042
19400,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),"Taylor Swift, Keith Urban",0.0,positive,0.8988
19401,THATS WHAT I WANT,Lil Nas X,1.0,positive,0.9982
19402,the angel of 8th ave.,Gang of Youths,0.0,positive,0.997
19403,The Bandit,Kings of Leon,0.0,negative,-0.9801
19404,The Creeps,Garbage,0.0,negative,-0.9829
19405,The Darkness That You Fear,The Chemical Brothers,0.0,negative,-0.9875
19406,The Great Divide,"Luke Combs, Billy Strings",0.0,positive,0.9835
19407,The Ides of March,Myles Kennedy,0.0,neutral,-0.4547
19408,The Justice Bell (For John Lewis),Willie Nile,0.0,positive,1.0
19409,The Last Man On Earth,Wolf Alice,0.0,positive,0.9471
19410,The Letter,Linda Perry,0.0,positive,0.9675
19411,The Melting Of The Sun,St. Vincent,0.0,positive,0.8715
19412,The Men Who Rule the World,Garbage,0.0,negative,-0.9999
19413,The Numbers,Rise Against,0.0,negative,-0.7235
19414,The Other Side,Jazmine Sullivan,0.0,positive,0.958
19415,The Path,Lorde,0.0,positive,0.8992
19416,The Secret He Had Missed,Manic Street Preachers,0.0,negative,-0.7862
19417,The Tradition,Halsey,0.0,positive,0.9957
19418,The Worst Country Song Of All Time,"Brantley Gilbert, Toby Keith, HARDY",0.0,positive,0.9659
19419,The Writing On The Wall,Iron Maiden,0.0,negative,-0.962
19420,Thelma + Louise,Bastille,0.0,positive,0.7059
19421,Think It Over,Mammoth WVH,0.0,positive,0.9251
19422,This Ain’t That Song,Payton Smith,0.0,positive,0.9705
19423,This Is Heaven,Nick Jonas,0.0,positive,0.9994
19424,This Is Not Utopia,The Offspring,0.0,negative,-0.991
19425,This Won't Last Forever,Ellen Foley,0.0,positive,0.9497
19426,Thot Shit,Megan Thee Stallion,1.0,negative,-0.9997
19427,Throw It Back (feat. Keith Urban),"BRELAND, Keith Urban",0.0,positive,0.9711
19428,Thumbs,Lucy Dacus,0.0,positive,0.9746
19429,Tightrope,ZAYN,0.0,positive,0.9385
19430,Till Forever Falls Apart,"Ashe, FINNEAS",0.0,positive,0.9952
19431,Time To Be Great,Willie Nile,0.0,positive,1.0
19432,Time Today,Moneybagg Yo,1.0,negative,-0.9971
19433,Titanium,Dave,0.0,negative,-0.9222
19434,To Begin Again,"Ingrid Michaelson, ZAYN",0.0,positive,0.9964
19435,To The Guys That Date My Girls,Thomas Rhett,0.0,positive,0.9941
19436,Todo De Ti,Rauw Alejandro,1.0,negative,-0.9031
19437,"together, alone",Elizabeth & the Catapult,0.0,positive,0.9005
19438,Tombstone,Rod Wave,1.0,positive,0.9919
19439,Tomorrow,Night Ranger,0.0,positive,0.9239
19440,Too Good,Arlo Parks,0.0,positive,0.9968
19441,Top Shelf,Rising Appalachia,0.0,positive,0.999
19442,traitor,Olivia Rodrigo,1.0,negative,-0.9385
19443,Transient Global Amnesia Blues,Rodney Crowell,0.0,negative,-0.8052
19444,t r a n s p a r e n t s o u l feat. Travis Barker,"WILLOW, Travis Barker",1.0,positive,0.8293
19445,Treasure,Mary Heather Hickman,0.0,positive,0.9821
19446,Trip the Light Fantastic,Greta Van Fleet,0.0,positive,0.9761
19447,Trust,The Weather Station,0.0,positive,0.9705
19448,TSU,Drake,1.0,negative,-0.9981
19449,Typhoons,Royal Blood,0.0,negative,-0.994
19450,U&ME,alt-J,0.0,positive,0.9796
19451,Under the Circumstances,Dan Wilson,0.0,positive,0.9999
19452,Undivided,"Tim McGraw, Tyler Hubbard",0.0,positive,0.9965
19453,Unstable (feat. The Kid LAROI),"Justin Bieber, The Kid LAROI",1.0,positive,0.9992
19454,Up,Cardi B,1.0,negative,-0.9986
19455,Value,John Splithoff,0.0,neutral,0.239
19456,Venom,TRISHES,0.0,positive,0.9518
19457,Venus Fly Trap,MARINA,0.0,negative,-0.985
19458,Verdansk,Dave,0.0,positive,0.9635
19459,Vibez,ZAYN,0.0,positive,0.9737
19460,Visiting Hours,Ed Sheeran,1.0,positive,0.9842
19461,Voice of the Heroes,"Lil Baby, Lil Durk",0.0,positive,0.9974
19462,Volví,"Aventura, Bad Bunny",1.0,negative,-0.9853
19463,Wait A Minute My Girl,Volbeat,0.0,neutral,0.3661
19464,Waiting for God,Garbage,0.0,positive,0.9482
19465,Waiting On A War,Foo Fighters,0.0,negative,-0.9961
19466,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",1.0,positive,0.9966
19467,Warning,Morgan Wallen,1.0,neutral,0.0031
19468,Wasted,"Digga D, ArrDee",0.0,neutral,0.3714
19469,Wasted On You,Morgan Wallen,1.0,negative,-0.9967
19470,Wasting Time ( feat. Drake & The Neptunes ),"Brent Faiyaz, Drake, The Neptunes",0.0,negative,-0.9939
19471,Waves,Luke Bryan,1.0,positive,0.9882
19472,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",1.0,positive,0.9997
19473,Way Less Sad,AJR,1.0,negative,-0.9997
19474,Way Too Long,"Nathan Dawe, Anne-Marie, MoStack",0.0,positive,0.9879
19475,We All Have (feat. Matt Berninger),"Julia Stone, Matt Berninger",0.0,positive,0.9661
19476,We Are Between,Modest Mouse,0.0,positive,0.9581
19477,We Got Fight,Gary LeVox,0.0,positive,0.6341
19478,We Were Happy (Taylor’s Version) (From The Vault),Taylor Swift,0.0,positive,0.9948
19479,We're All Alone,Dave,0.0,positive,0.6555
19480,We're Good,Dua Lipa,1.0,positive,0.9968
19481,We're On Our Way Now,Noel Gallagher's High Flying Birds,0.0,positive,0.9979
19482,West Hills,The Killers,0.0,positive,0.99
19483,WGYG,John Splithoff,0.0,positive,0.7514
19484,What It Feels Like,"Nipsey Hussle, JAY-Z",0.0,positive,0.9969
19485,What Other People Say,"Sam Fischer, Demi Lovato",0.0,positive,0.9975
19486,What You Want To Hear,Sub-Radio,0.0,positive,0.9679
19487,What You're Waiting For,Passenger,0.0,positive,0.988
19488,What's Next,Drake,0.0,positive,0.9969
19489,when was it over? (feat. Sam Hunt),"Sasha Alex Sloan, Sam Hunt",0.0,negative,-0.5873
19490,Where Her Heart Has Always Been (Written for Mama’s funeral with an old recording of her reading from the Bible),Alan Jackson,0.0,positive,0.9698
19491,Where My Heart Is,Betty Moon,0.0,positive,1.0
19492,White Dress,Lana Del Rey,0.0,positive,0.9962
19493,Who,Donny Osmond,0.0,positive,0.9791
19494,Wid It,"Tion Wayne, ArrDee",0.0,neutral,-0.0112
19495,Wild Hearts,Keith Urban,0.0,positive,0.9314
19496,Wild Side (feat. Cardi B),"Normani, Cardi B",1.0,negative,-0.5744
19497,Wildfire,The Accidentals,0.0,negative,-0.9013
19498,Wockesha,Moneybagg Yo,1.0,positive,0.6597
19499,Wolves,Garbage,0.0,negative,-0.9961
19500,Woman,Doja Cat,1.0,positive,0.925
19501,working,"Tate McRae, Khalid",1.0,neutral,-0.2018
19502,Wrecked,Imagine Dragons,0.0,negative,-0.9309
19503,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",1.0,positive,0.9335
19504,Ya'aburnee,Halsey,0.0,negative,-0.9308
19505,Yebba’s Heartbreak,"Drake, Yebba",0.0,positive,0.9774
19506,Shottas (Lala),Moneybagg Yo,0.0,positive,0.997
19507,Yonaguni,Bad Bunny,1.0,negative,-0.9633
19508,You,"Regard, Troye Sivan, Tate McRae",1.0,positive,0.9947
19509,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"Taylor Swift, Maren Morris",0.0,positive,0.8926
19510,You asked for this,Halsey,0.0,negative,-0.8976
19511,You for Me,"Sigala, Rita Ora",0.0,positive,0.9963
19512,You Got Away With It,Brett Young,0.0,neutral,0.1724
19513,You Hear Georgia,Blackberry Smoke,0.0,negative,-0.779
19514,You Right,"Doja Cat, The Weeknd",1.0,negative,-0.8377
19515,You'll Always Be My Baby (Written for Daughters' Weddings),Alan Jackson,0.0,positive,0.9178
19516,You’re To Blame,Mammoth WVH,0.0,negative,-0.9915
19517,"Young, Black and Beautiful",Chris Pierce,0.0,negative,-0.9986
19518,Younger Me,Brothers Osborne,0.0,positive,0.9652
19519,Your Power,Billie Eilish,1.0,negative,-0.8537
19520,ZITTI E BUONI,Måneskin,0.0,neutral,-0.296
19521,Set Fire to the Rain,Adele,1.0,negative,-0.9563
19522,We Found Love,"Rihanna, Calvin Harris",1.0,positive,0.9942
19523,Good Feeling,Flo Rida,1.0,positive,0.9994
19524,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",1.0,positive,0.9942
19525,The One That Got Away,Katy Perry,1.0,neutral,-0.1655
19526,It Will Rain,Bruno Mars,1.0,negative,-0.9392
19527,Sexy And I Know It,LMFAO,1.0,positive,0.9948
19528,Stronger (What Doesn't Kill You),Kelly Clarkson,1.0,positive,0.9784
19529,Ni**as In Paris,"JAY-Z, Kanye West",1.0,positive,0.9819
19530,Domino,Jessie J,1.0,positive,0.9945
19531,Rack City,Tyga,1.0,negative,-0.9997
19532,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",1.0,positive,0.9525
19533,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",1.0,positive,0.9972
19534,Dance (A$$) Remix,"Big Sean, Nicki Minaj",1.0,negative,-0.9999
19535,Work Out,J. Cole,1.0,positive,0.988
19536,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",1.0,positive,0.9883
19537,Without You (feat. Usher),"David Guetta, Usher",1.0,negative,-0.8921
19538,International Love (feat. Chris Brown),"Pitbull, Chris Brown",1.0,positive,0.9995
19539,Someone Like You,Adele,1.0,positive,0.9568
19540,Not Over You,Gavin DeGraw,1.0,positive,0.7227
19541,The Motto,"Drake, Lil Wayne",1.0,negative,-0.8532
19542,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",1.0,positive,0.9953
19543,Love You Like A Love Song,Selena Gomez & The Scene,1.0,positive,0.9998
19544,Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",1.0,neutral,-0.0996
19545,You Da One,Rihanna,1.0,positive,0.9997
19546,I Don't Want This Night To End,Luke Bryan,1.0,positive,0.7418
19547,Red Solo Cup,Toby Keith,1.0,positive,0.9988
19548,My Life Would Suck Without You (Glee Cast Version),Glee Cast,1.0,positive,0.9839
19549,I Like It Like That (feat. New Boyz),"Hot Chelle Rae, New Boyz",1.0,positive,0.999
19550,Take Care,"Drake, Rihanna",1.0,neutral,0.221
19551,Make Me Proud,"Drake, Nicki Minaj",1.0,positive,0.9906
19552,Blackout,Breathe Carolina,1.0,positive,0.9071
19553,Headlines,Drake,1.0,positive,0.8124
19554,Mr. Know It All,Kelly Clarkson,1.0,neutral,0.4207
19555,Paradise,Coldplay,1.0,neutral,-0.1875
19556,You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",1.0,positive,0.8807
19557,Gettin' You Home,Chris Young,1.0,positive,0.9254
19558,Just A Kiss,Lady A,1.0,positive,0.9912
19559,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, Afrojack, Nayer",1.0,positive,0.9966
19560,5 O'Clock (feat. Lily Allen & Wiz Khalifa),"T-Pain, Lily Allen, Wiz Khalifa",1.0,positive,0.9874
19561,Rolling in the Deep,Adele,1.0,positive,0.9984
19562,Pumped Up Kicks,Foster The People,1.0,positive,0.9986
19563,Drink In My Hand,Eric Church,1.0,positive,0.9974
19564,Ours,Taylor Swift,1.0,positive,0.9978
19565,Tonight Is the Night,Outasight,1.0,negative,-0.9971
19566,Lotus Flower Bomb (feat. Miguel),"Wale, Miguel",1.0,positive,0.9961
19567,All Your Life,The Band Perry,1.0,positive,0.9923
19568,Brighter Than The Sun,Colbie Caillat,1.0,positive,0.9968
19569,Super Bass,Nicki Minaj,1.0,positive,0.9991
19570,Somebody That I Used To Know,"Gotye, Kimbra",1.0,positive,0.9891
19571,Strip (feat. Kevin McCall),"Chris Brown, Kevin McCall",1.0,positive,0.9767
19572,Alone With You,Jake Owen,1.0,neutral,0.4875
19573,A Thousand Years,Christina Perri,1.0,positive,0.9975
19574,Keep Me in Mind,Zac Brown Band,1.0,positive,0.9831
19575,We Found Love (Glee Cast Version),Glee Cast,1.0,positive,0.9973
19576,Can't Get Enough,"J. Cole, Trey Songz",1.0,negative,-0.6517
19577,Let It Rain,"David Nail, Sarah Buxton",1.0,negative,-0.9726
19578,Strange Clouds (feat. Lil Wayne),"B.o.B, Lil Wayne",1.0,negative,-0.9945
19579,Heartbeat,The Fray,1.0,positive,0.9993
19580,Tattoos on This Town,Jason Aldean,1.0,positive,0.9799
19581,Moves Like Jagger / Jumpin' Jack Flash (Glee Cast Version),Glee Cast,1.0,positive,0.9903
19582,You Gonna Fly,Keith Urban,1.0,positive,0.8765
19583,Glad You Came,The Wanted,1.0,positive,0.9954
19584,Marry The Night,Lady Gaga,1.0,positive,0.972
19585,A Woman Like You,Lee Brice,1.0,positive,0.9949
19586,Lonely Boy,The Black Keys,1.0,positive,0.9957
19587,You The Boss,"Rick Ross, Nicki Minaj",1.0,positive,0.6187
19588,Levels - Radio Edit,Avicii,1.0,positive,0.9798
19589,The First Time Ever I Saw Your Face (Glee Cast Version),Glee Cast,1.0,positive,0.9726
19590,I'm Gonna Love You Through It,Martina McBride,1.0,positive,0.9725
19591,T.H.E (The Hardest Ever),"will.i.am, Mick Jagger, Jennifer Lopez",1.0,negative,-0.9997
19592,Reality,Kenny Chesney,1.0,positive,0.9902
19593,Home,Dierks Bentley,1.0,positive,0.8455
19594,I Do,"Jeezy, JAY-Z, André 3000",1.0,positive,0.9971
19595,Party (feat. André 3000),"Beyoncé, André 3000",1.0,positive,0.9959
19596,The Trouble With Girls,Scotty McCreery,1.0,neutral,-0.1182
19597,Gotta Have It,"JAY-Z, Kanye West",1.0,negative,-0.9847
19598,Bait A Hook,Justin Moore,1.0,positive,0.8657
19599,Love On Top,Beyoncé,1.0,positive,0.9996
19600,Shake It Out,Florence + The Machine,1.0,negative,-0.999
19601,Lights - Single Version,Ellie Goulding,1.0,neutral,0.0644
19602,Storm Warning,Hunter Hayes,1.0,positive,0.9992
19603,Amen,Edens Edge,1.0,positive,0.9959
19604,Kyoto (feat. Sirah),"Skrillex, Sirah",1.0,negative,-0.9994
19605,Summer Nights (Glee Cast Version),Glee Cast,1.0,positive,0.9973
19606,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",1.0,positive,0.9013
19607,Countdown,Beyoncé,1.0,positive,0.9962
19608,Safe & Sound - from The Hunger Games Soundtrack,"Taylor Swift, The Civil Wars",1.0,negative,-0.9435
19609,Round of Applause (feat. Drake),"Waka Flocka Flame, Drake",1.0,negative,-0.9931
19610,Camouflage,Brad Paisley,1.0,positive,0.9827
19611,Talk That Talk,"Rihanna, JAY-Z",1.0,positive,0.9984
19612,Where I Come From,Montgomery Gentry,1.0,negative,-0.9769
19613,Dancin' Away With My Heart,Lady A,1.0,positive,0.8826
19614,Don't Stop (Color on the Walls),Foster The People,1.0,positive,0.9745
19615,Mr. Wrong,"Mary J. Blige, Drake",1.0,neutral,0.369
19616,Love's Gonna Make It Alright,George Strait,1.0,positive,0.9558
19617,No Church In The Wild,"JAY-Z, Kanye West, Frank Ocean, The-Dream",1.0,neutral,0.4356
19618,I Will Always Love You,Whitney Houston,1.0,positive,0.9992
19619,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1.0,positive,0.9798
19620,What Makes You Beautiful,One Direction,1.0,negative,-0.99
19621,Greatest Love of All,Whitney Houston,1.0,positive,0.9991
19622,Wild Ones (feat. Sia),"Flo Rida, Sia",1.0,positive,0.6856
19623,How Will I Know,Whitney Houston,1.0,positive,0.9989
19624,Runaway Baby,Bruno Mars,1.0,positive,0.9982
19625,Princess of China,"Coldplay, Rihanna",1.0,negative,-0.9959
19626,Sorry For Party Rocking,LMFAO,1.0,negative,-0.9505
19627,Over You,Miranda Lambert,1.0,positive,0.7278
