title,artist
Invisible Enemy,August Burns Red
Is This Called Home,Lucy Rose
Is This The Life We Really Want?,Roger Waters
Isotype,OMD
Israel,Morrissey
Issues,Julia Michaels
It Ain't Me,Kygo
It Won't Kill Ya,The Chainsmokers
It's A Beautiful World,Noel Gallagher's High Flying Birds
It's A Good Life,The Horrors
It's A Shame,First Aid Kit
It's a Vibe,2 Chainz
It's Everyday Bro,Jake Paul
It's Goin' Down,Descendants 2 Cast
Ivory Tower,Everything Everything
J-Boy,Phoenix
Jacky's Only Happy When She's Up on the Stage,Morrissey
Jade,Magic Giant
Japan,Famous Dex
Jocelyn Flores,XXXTENTACION
Johnny's Band,Deep Purple
Jorja Interlude,Drake
Juice,Yo Gotti
Julie,Rhiannon Giddens
Jumanji,B Young
Just Like You,Louis Tomlinson
Just Say When,Nothing More
Just What to Say,Dashboard Confessional
Kamikaze,Walk the Moon
Keep On Reaching,Noel Gallagher's High Flying Birds
Keep The Devil Off,Big K.R.I.T.
Keep Your Name,Dirty Projectors
Kelly Price,Migos
Kept Me Crying,Haim
Kids in Love,Kygo
Kill Jay Z,Jay-Z
Kim K,K. Michelle
King of a One Horse Town,Dan Auerbach
King Of My Heart,Taylor Swift
King of the City,Jennifer Nettles
Kinky's History Lesson,The Waterboys
Kiss Me Like a Stranger,Thomas Rhett
Kissing Strangers,DNCE
Kites,N.E.R.D
Kiwi,Harry Styles
KMT,Drake
Knock It Off,Aimee Mann
Knocking at the Door,Arkells
Know No Better,Major Lazer
Known,Tauren Wells
Krippy Kush,Farruko
La Bicicleta,Shakira
La Dee Dah,Foo Fighters
Land of a Million Songs,Luke Bryan
Landlady,U2
Last Chance Motel,Procol Harum
Last Day Alive,The Chainsmokers
Last Shot,Kip Moore
Last Time for Everything,Brad Paisley
Last Year,Alt-J
Last Young Renegade,All Time Low
Lavender (Nightfall Remix),Snoop Dogg
Lay It On Down,Kenny Wayne Shepherd
Lay It On Me,Vance Joy
Learn To Let Go,Kesha
Learning How To Love Him,Amanda Anne Platt & The Honeycutters
Learning to Lose,Margo Price
Leave a Light On,Tom Walker
Leave Right Now,Thomas Rhett
Leaving LA,Father John Misty
Leaving Nashville,Ashley Riley
Legacy,The Cadillac Three
Legacy,Jay-Z
Legendary,Joey Bada$$
Legends,Kelsea Ballerini
Legends,Sleeping with Sirens
Lemon,N.E.R.D
Lemon To A Knife Fight,The Wombats
Lens,Frank Ocean
Less Than,Nine Inch Nails
Let 'Em Burn,Nothing More
Let 'Em Talk,Kesha
Let Love Rule,Ledisi
Let Me Breathe,Action Bronson
Let Me Fly,Mike + the Mechanics
Let Me Go,Hailee Steinfeld
Let Me Out,Gorillaz
Let You Down,Seether
Let You Down,NF
Let You Go,Machine Gun Kelly
Letter To Valley Pt. 5,YBN Nahmir
Letting You Go,Sara Evans
Liability,Lorde
Liar Liar GE2017,Captain SKA
Liberty Belle,Fontaines D.C.
Lie,NF
Lies of Summer,Aimee Mann
Life Changes,Thomas Rhett
Life of the Party,All Time Low
Life To Come,The Killers
Life's About to Get Good,Shania Twain
Lifetimes,Oh Wonder
Lift,Radiohead
Lifting You,N.E.R.D
Light,Big Sean
Light It Up,Luke Bryan
Light My Body Up,David Guetta
Lightning Fire Magic Prayer,N.E.R.D
Lights of Home,U2
Lights Out,Royal Blood
Like a Motherless Child,Moby
Like a Woman,Kacy Hill
Like Gold,Vance Joy
Like Home,Eminem
Like I Loved You,Brett Young
Like You That Way,Canaan Smith
Lilith,Butcher Babies
Lions,Skip Marley
Lions Roar,"Speak, Brother"
Lips On You,Maroon 5
List of People (To Try And Forget About),Tame Impala
Listen,Marvin Sapp
Listen To Your Heart,Starsailor
Little Bit Leave It,Chris and Kem
Little Dark Age,MGMT
Little Fictions,Elbow
Little Of Your Love,Haim
Live In The Moment,Portugal. The Man
Live Outside,Enter Shikari
Living It Up,Damian Marley
Living On The 110,Prophets Of Rage
LMK,Kelela
Lollipop (Ode to Jim),Alvvays
London Lights,Tom Chaplin
Loneliest,Incubus
Lonely,Demi Lovato
Lonely Together,Avicii
Look At Me!,XXXTENTACION
Look At Your Hands,tUnE-yArDs
Look What You Made Me Do,Taylor Swift
Lookers,The Menzingers
Lookin' For A Woman,Steve Earle
Los Ageless,St. Vincent
Losing Sleep,Chris Young
Losss,Björk
Lost in California,Little Big Town
Lost In The Grey,Miss May I
Lost in the Moment,We Came as Romans
Lost In You,Bush
Lost in Your Light,Dua Lipa
Lost Without You,Randy Newman
Lost Without You,Freya Ridings
Lottery,Jade Bird
Louder,All That Remains
Louder than a Lion,Eisley
Love,Lana Del Rey
Love and War,Brad Paisley
Love By the Moon,Tyler Farr
Love Exists,Amy Lee
Love Galore,SZA
Love in a Bar,Ryan Hurd
Love Is All We Have Left,U2
Love Is Bigger Than Anything in Its Way,U2
Love Is Mystical,Cold War Kids
Love Is Pain,Fergie
Love Me Better,James Blunt
Love Me More,Chase & Status
Love Me or Leave Me Alone,Dustin Lynch
Love Remains,Black Country Communion
Love So Soft,Kelly Clarkson
Love Someone,Brett Eldredge
Love U Better,Ty Dolla $ign
Love You Any Less,Rag'n'Bone Man
Love You Like That,Dagny
Love Yourself,Mary J. Blige
Love$ick,Mura Masa
Love's Run Out,Circa Waves
LOVE.,Kendrick Lamar
Loyal Like Sid & Nancy,Foster the People
LOYALTY.,Kendrick Lamar
Lucky People,Waterparks
Luh Ya,Marsha Ambrosius
Lust For Life,Lana Del Rey
LUST.,Kendrick Lamar
M.A.C.A.,Snoop Dogg
M.T.M.E.,Alexandra Savior
Machine,The Horrors
Machine Gun (F--k The NRA),Yungblud
Machine Heart,Kelsea Ballerini
Machine Messiah,Sepultura
Mad Love,Bush
Mad Love,The Script
Madness,All That Remains
Magnetic,Chlöe Howl
Magnificent,"Speak, Brother"
Magnificent (She Says),Elbow
Magnolia,Playboi Carti
Major System Error,Marmozets
Make It Last,Dizzee Rascal
Make It Move,Jonny Lang
Make It Right,Foo Fighters
Make Me Better,James Blunt
Make Room at the Bottom,Sara Evans
Make What You Can,Maxïmo Park
Make Your Move,You Me at Six
Malibu,Miley Cyrus
Mama,Jonas Blue
Mama Lost Her Smile,Lee Ann Womack
Mama Say,Betty Who
Man at the Gate (1913),Ron Sexsmith
Man of War,Radiohead
Man's Not Hot,Big Shaq
Maniac,Jhené Aiko
MaNyfaCedGod,Jay-Z
Marcy Me,Jay-Z
Mariano's Dream,Aaron Watson
Marry Me,Thomas Rhett
Mary's Eyes,Tori Amos
Mask Off,Future
Masseduction,St. Vincent
Mayores,Becky G
Me Enamoré,Shakira
Meadow,Stone Temple Pilots
Meaning of Life,Kelly Clarkson
Meant to Be,Bebe Rexha
Medal,Jim Johnston
Medicine,Kelly Clarkson
Medusa,Burnt Out Wreck
Meet Me in the Hallway,Harry Styles
Memory Lane,Bugzy Malone
Mercy,Brett Young
Mercy Is A Song,Matthew West
Messy,Fifth Harmony
Messy,Danielle Bradbery
Mexican Fender,Weezer
Mexico,SC Mira
Mi Gente,J. Balvin
Miami,Baxter Dury
MIC Drop,BTS
Midnight,Jessie Ware
Midnight Mass,Tom Chaplin
Midnight Train to Memphis,Chris Stapleton
Midwestern States,The Menzingers
Mighty River,Mary J. Blige
Mildenhall,The Shins
Miles,Phillip Phillips
Mind On It,Yungen
Mine,Bazzi
Miracles (Someone Special),Coldplay
Mirror,The Drums
Mirrors,Niall Horan
Misery,The Word Alive
Miss Me More,Kelsea Ballerini
Miss You,Louis Tomlinson
Miss You More,Katy Perry
Miss You So Much,Miley Cyrus
Mississippi,The Secret Sisters
Mistakes,Tove Styrke
Mo Bamba,Sheck Wes
Modern Slavery,Huncho Jack
Moirai,Lucy Rose
Momentz,Gorillaz
Momma's Prayers,JP Cooper
Money,Lower Than Atlantis
Money,Chris Rea
Money,Blake Shelton
Moonlight,Jay-Z
Moonlight,Grace VanderWaal
Moonshine,Foy Vance
More Girls Like You,Kip Moore
More of Me,Natasha Bedingfield
More Than Friends,James Hype
Most Girls,Hailee Steinfeld
Most People Are Good,Luke Bryan
Motion Sickness,Neck Deep
Motion Sickness,Phoebe Bridgers
MotorSport,Migos
Mountain to Move,Nick Mulvey
Mountineers,Susanne Sundfør
Mourning Sound,Grizzly Bear
Mouth of the River,Imagine Dragons
Move to L.A.,Tyga
Move You,Kelly Clarkson
Moves,Big Sean
Moving On and Getting Over,John Mayer
My Collection,Future
My Indigo,My Indigo
My Lover,Not3s
My Man,Tamar Braxton
My Mind Is for Sale,Jack Johnson
My Name Is Ruin,Gary Numan
My Name Is Thunder,Jet
My Nature,Little Cub
My Only,The Pains of Being Pure at Heart
My Son,Big & Rich
My Soul's Got Wings,John Mellencamp
My Type,The Chainsmokers
My Vow,Black Veil Brides
Mystery Girl,Alexandra Savior
Mystery of Love,Sufjan Stevens
Nail Pon Cross,Damian Marley
Naked,James Arthur
Name For You,The Shins
Nancy Mulligan,Ed Sheeran
"Nashville, Tennessee",The Waterboys
Near To The Wild Heart Of Life,Japandroids
Nearby Catfight,Milk Teeth
Necessary Evil,Motionless in White
Need Me,Eminem
Never Be the Same,Camila Cabello
Never Call Me,Jhené Aiko
Never Gets Old,Joe Nichols
Never Give Up on You,Lucie Jones
Never Had a Reason,Josh Turner
Never Land,Eli Young Band
Never on the Day You Leave,John Mayer
Never One Thing,May Erlewine
Never Swim Alone,Death From Above 1979
New,Daya
New Balance,Jhené Aiko
New Freezer,Rich The Kid
New Girl,Dustin Lynch
New Man,Ed Sheeran
New Rules,Dua Lipa
New World,Robert Plant
New Year's Day,Taylor Swift
New York,St. Vincent
Next To Me,Imagine Dragons
Nice2KnoU,All Time Low
Night Call,Steve Aoki
Night of the Long Knives,Everything Everything
Night So Long,Haim
Nimble Bastard,Incubus
No Distraction,Beck
No Favors,Big Sean
No Fear,Dej Loaf
No Flag,London On Da Track
No Frauds,Nicki Minaj
No Friend,Paramore
No Goodbyes,Dua Lipa
No Horses,Garbage
No Known Drink Or Drug,Japandroids
No Limit,G-Eazy
No Long Talk,Drake
No Longer,Nichole Nordeman
No Longer Friends,Bryson Tiller
No Love,Olivia O'Brien
No Man Is An Island,The Script
No Peace,Sam Smith
No Pressure,French Montana
No Promises,Cheat Codes
No Promises,A Boogie Wit Da Hoodie
No Such Thing as a Broken Heart,Old Dominion
No Surrender,Art of Anarchy
No Time to Lose,Madison McFerrin
No Vacancy,OneRepublic
No Words,Dave
Nobody,DJ Khaled
None Of The Above,Papa Roach
North Star,Future Islands
Not Afraid Anymore,Halsey
Not Aretha's Respect (Cops),Hamell on Trial
Nothin' New Under the Neon,Midland
Nothing But The Night,Kenny Wayne Shepherd
Nothing Left,Seether
Nothing's Wrong,Haim
Nouel,Laura Marling
Now,Miguel
Now Or Never,Halsey
Obsessed,Maggie Lindemann
Ocean,Goldfrapp
Ocean Blue,Willow Robinson
Oczy Mlody,The Flaming Lips
Odetta,Rag'n'Bone Man
Offering,Chelsea Wolfe
Oh Baby,LCD Soundsystem
Oh Woman Oh Man,London Grammar
Oh! The Saviour,Temples
Olympia,Sundara Karma
OMG,Vic Mensa
OMG,Camila Cabello
On + Off,Maggie Rogers
On Golden Sea,Thor
On My Mind,Disciples
On My Mind,Jorja Smith
One Foot,Walk the Moon
One Last Song,Sam Smith
One More Light,Linkin Park
One Night Only,The Struts
One Number Away,Luke Combs
One of Us,New Politics
One Rizla,Shame
One Tear,Paul Weller
Only Forever,Demi Lovato
Only God Knows,Young Fathers
Open Hands,Laura Story
Our Night To Shine,Rascal Flatts
Out Of My Mind,The Killers
Outlaw in Me,Brantley Gilbert
Outrage! Is Now,Death From Above 1979
Outside Today,YoungBoy Never Broke Again
Outsider,Comeback Kid
Outta Style,Aaron Watson
Over Everything,Courtney Barnett & Kurt Vile
Over My Head,Black Country Communion
Own It,Bailey Bryan
P.O.W.A.,M.I.A.
Pain,The War on Drugs
Painting A Hole,The Shins
Palace,Sam Smith
Palaces,Nelly Furtado
Parachute,Neck Deep
Parachute,Betty Moon
Paranormal,Alice Cooper
Paris,The Chainsmokers
Paris,Bandits On The Run
Paris in the Rain,Lauv
Particles,Nothing But Thieves
Particula,Major Lazer
Passion,Awolnation
Passionfruit,Drake
Patek Water,Future & Young Thug
Patient Zero,Aimee Mann
Patty Cake,Kodak Black
Pay Gap,Margo Price
Pay the Man,Foster the People
Payo Payo Chin,The Waterboys
Peek a Boo,Lil Yachty
People Say,Wu-Tang Clan
People Will Always Need Coal,Public Service Broadcasting
Perfect,Ed Sheeran
Perfect,Dave East
Perfect Girls,TLC
Perfect Places,Lorde
Periscope,Papa Roach
Personal,The Vamps
Personal,Hrvy
Phantom Limb,Gone Is Gone
Phantom's Light,Thor
Phases,Alma
Phoenix,Nelly Furtado
Phone Calls,Jessie Reyez
Pick It Up,Luke Bryan
Pick It Up,Famous Dex
Picture That,Roger Waters
Pills,St. Vincent
Pills & Automobiles,Chris Brown
Pineapple Skies,Miguel
Pink Up,Spoon
Places,Martin Solveig
Plain Jane,A$ap Ferg
Play,Marmozets
Play God,Sam Fender
Playing Fiction,Roam
Pleader,Alt-J
Pleasure,Feist
Plot Twist,Marc E. Bassy
Plus One,You Me at Six
Poison Heart,Depeche Mode
Poor Judge,Aimee Mann
Poor Me,Shania Twain
Porcelain,Baxter Dury
Portland,Drake
Portobello Serenade,Cousteau
Potential,Danielle Bradbery
Power,The Weather Station
Pray,Flobots
Pray,Sam Smith
Prayer For My Children,Brian Owens & the Deacons of Soul
Praying,Kesha
Preachin' to the Choir,A Thousand Horses
Pretty,Lauren Alaina
Pretty,Don Broco
Pretty Fine Thing,Brian Owens & the Deacons of Soul
Pretty Girl,Maggie Lindemann
Price of Fame,Paloma Faith
PRIDE.,Kendrick Lamar
Prism,Milk Teeth
Prisoner,Ryan Adams
Privacy,Chris Brown
Prodigal Son,Elliott Murphy
Progress,Public Service Broadcasting
Pulling For Romeo,Kelley Ryan
Punk Drunk and Trembling,Wild Beasts
Pure Comedy,Father John Misty
Put Your Life On It,Kasabian
Put Your Money On Me,Arcade Fire
Putin,Randy Newman
Queen,Jessie J
Quest For Valor,Thor
Question Time,Dave
Questions,Chris Brown
Questions (You Are Faithful),Matt Redman
Rabble Rouser,Enter Shikari
Radical Eyes,Prophets Of Rage
RAF,A$AP Mob
Rage,Vic Mensa
Rage (The Cost),Cursed Earth
Rain,The Script
Rainbow,Kesha
Rainbow,Sia
Rainbowland,Miley Cyrus
Rake It Up,Yo Gotti
Ran,Future Islands
Rare Thing,Amanda Anne Platt & The Honeycutters
Rattle the Cage,Flobots
Ready For You,Haim
Real Friends,Camila Cabello
Real Gone Girl,Kelley Ryan
Reason to Stay,Blood Youth
Rebels with a Cause,Dropkick Murphys
Reckless Love,Cory Asbury
Red Flag Day,U2
Red Hot Flame,Aerial School
Red Roses,Lil Skies
Red Sun,Lindsey Buckingham and Christine McVie
Regret in Your Tears,Nicki Minaj
Rejoice,Steve Angello
Relationship,Young Thug
Remember I Told You,Nick Jonas
Remember Me,Miguel
Replica,The xx
Rescuer (Good News),Rend Collective
Restless,Cold War Kids
Return of the Rucksack,Stormzy
Revenge,Pink
Reverse Faults,Sampha
Revolution,Rat Boy
Rewrite the Stars,Zac Efron
Ric Flair Drip,"21 Savage, Offset and Metro Boomin"
Rich Boy,Galantis
Rich Friends,Portugal. The Man
Rich Love,OneRepublic
Ride,Keyshia Cole
Right Now,Haim
Right Now,Ella Mai
Right On You,Benjamin Booker
Rihanna,Yxng Bane
Rise Up,Asking Alexandria
Risk to Exist,Maxïmo Park
River,Eminem
Rivercity,All That Remains
Rockin' Chairs,Brantley Gilbert
Rockstar,Post Malone
Rolex,Ayo & Teo
Roll In Peace,Kodak Black
Roll It on Home,John Mayer
Roll the Dice,Tim McGraw & Faith Hill
Roller Skate,Sheryl Crow
Rollinem 7's,N.E.R.D
Romeo And Juliet,Kasey Chambers
Room Of Nightmares,Black Label Society
Rooting For You,London Grammar
Rose-Colored Boy,Paramore
Rosie,John Mayer
"Rowdy Heart, Broken Wing",Drew Holcomb & the Neighbors
Rubbin Off The Paint,YBN Nahmir
Ruin The Friendship,Demi Lovato
Rumor,Lee Brice
Run,Foo Fighters
Run For Cover,The Killers
Run Me Dry,Bryson Tiller
Run That Race,Dan Auerbach
Run The Numbers,Everything Everything
Run to You,Lea Michele
Run Up,Major Lazer
Run Wild Horses,Aaron Watson
"Run, Run",Tamar Braxton
Rupture,The Cranberries
Rut,The Killers
Rx (Medicate),Theory Of A Deadman
Sacrifices,Big Sean
Sacrifices,Drake
Sadboy,Wolf Alice
Safari Song,Greta Van Fleet
Safe House,All That Remains
Safe In My Father's Arms,Sanctus Real
Sam,Jessie Ware
Same Day Different Bottle,Lauren Alaina
Santa's Coming For Us,Sia
Satellite,Kasey Chambers
Sativa,Jhené Aiko
Saturday Sun,Vance Joy
Saturnz Barz,Gorillaz
Sauced Up,Fifth Harmony
Savage,Lights
Save As Draft,Katy Perry
Save My Soul,Mike + the Mechanics
Save Myself,Ed Sheeran
Say A,A Boogie Wit Da Hoodie
Say All You Want For Christmas,Nick Jonas
Say My Name,Tove Styrke
Say Something Loving,The xx
Say What You Will,Aerial School
Scarecrow in the Garden,Chris Stapleton
Scared To Be Lonely,Martin Garrix
Scarface Rozay Gotti,Wale
Scars,Sam Smith
Scum,Rat Boy
Season of Love,98 Degrees
Second 2 None,Mura Masa
Second Chance,Lucy Rose
Second One to Know,Chris Stapleton
Secret Life of Tigers,N.E.R.D
Secret Love,Colin Hay
See What Love Did to Me,Yusuf Islam
See You Again,"Tyler, the Creator"
See You Around,I'm With Her
Seeing Blind,Niall Horan
Self-Made,Bryson Tiller
selfie#theinternetisforever,Brad Paisley
Selfish,Future
Sell My Soul,Seether
Sex Murder Party,Gorillaz
Sexy Dirty Love,Demi Lovato
Shadows,Future Islands
Shadows Inside,Miss May I
Shake Me Up,Magic Giant
Shape Of You,Ed Sheeran
She Chose Me,Randy Newman
She Taught Me How To Fly,Noel Gallagher's High Flying Birds
She's Creeping,Royal Blood
She's Got a Way,Chris Young
She's My Collar,Gorillaz
She's On My Mind,JP Cooper
Shepherd of My Soul,Kutless
ShETHER,Remy Ma
Shine Like Gold,Switchfoot
Shining,DJ Khaled
Should've Been You,Imelda May
Show Me the Way,Ringo Starr
Show Yourself,Mastodon
Showboat,Josh Ritter
Shut Up ('Cause All I Want Is You),Shane Richie
Sicko Mode,Travis Scott
Sign of the Times,Harry Styles
Signs,Drake
Silence,Marshmello
Sing Along,Kristian Bush
Singles You Up,Jordan Davis
Siphon,Zola Jesus
Sit Next to Me,Foster the People
Sixteen,Thomas Rhett
Skin,Rag'n'Bone Man
Skin and Bones,Eli Young Band
Sky Musings,Wolf Alice
Sky Trails,David Crosby
Sky Walker,Miguel
Sleep Well Beast,The National
Slide,Calvin Harris
Slippery,Migos
Slow Disco,St. Vincent
Slow Hands,Niall Horan
Small Town Boy,Dustin Lynch
Smile,Jay-Z
Smoke Clears,Andy Grammer
Smoke in Her Eyes,Big & Rich
Smoko,The Chats
Snowman's Song,Deborah Garvey
So A Child May Follow,Damian Marley
So Am I,Ty Dolla $ign
So Close,Tinie Tempah
So Excited,Fat Joe
So Far Away,Martin Garrix
So It Goes...,Taylor Swift
So Much Love,Depeche Mode
So Much More Than This,Grace VanderWaal
So Tied Up,Cold War Kids
So Wrong for So Long,Ringo Starr
So You Wannabe An Outlaw,Steve Earle
Soak,Zola Jesus
Sober,Lorde
Sober,G-Eazy
Sober Up,AJR
Solar Power Girl,Brad Paisley
Soldier,Shania Twain
Solid Gold,The Darkness
Solo Dance,Martin Jensen
Some Brutal Love,Garrett Hazen
Some Kind of Love,The Killers
Some Way,Nav
Somebody Stole My Eyes,Stone Sour
Someone Singing Along,James Blunt
Someone To You,Banners
Somethin Tells Me,Bryson Tiller
Somethin' I'm Good At,Brett Eldredge
Something For Your M.I.N.D.,Superorganism
Something Greater,Matthew West
Something Just Like This,The Chainsmokers
Something New,Wiz Khalifa
Something To Remember Me By,The Horrors
Something To Tell You,Haim
Song #3,Stone Sour
Song of I,Steven Wilson
Song On Fire,Nickelback
Songbird in a Cage,Charlotte Gainsbourg
Songs in the Kitchen,Lee Brice
Soothing,Laura Marling
Sorry,Nothing But Thieves
Sorry Not Sorry,Demi Lovato
SOS,The Corrs
Sound of Awakening,Walk the Moon
Sound Of Surviving,Nichole Nordeman
Soundboy Killa,P.O.D.
Southern Trains,The Darkness
Space & Time,Wolf Alice
Spaceship,Kesha
Spaceship,Andy Grammer
Speak To A Girl,Tim McGraw & Faith Hill
Spell It Out,You Me at Six
Spent the Day in Bed,Morrissey
Spirit,J Hus
Spray Paint Love,Frank Carter & The Rattlesnakes
Spun,Chelsea Wolfe
St. Marie,Stone Sour
St. Purple & Green,Wolf Alice
Stand Still,Sabrina Claudio
Stand Up For Something,Andra Day
Stargazing,Travis Scott
Starlight,Emeli Sandé
Static Space Lover,Foster the People
Stay,Zedd
Stay,Tears for Fears
Stay Ignorant,Don Broco
Stay My Love,Una Healy
Stay Together,Noah Cyrus
Steal the Sun,While She Sleeps
Step Out Into The Light,Matisyahu
Still Feel Like Your Man,John Mayer
Still Got Time,Zayn
Still Not Dead,Willie Nelson
Still the Same,Sugarland
Stir Fry,Migos
Stop Smoking Black & Milds,Ugly God
Stop Trying to Be God,Travis Scott
Story To Tell (Little Bird),Lee Brice
Strange Or Be Forgotten,Temples
Strangers,Halsey
Strangers,Sigrid
Streets Been Talkin',Kele Okereke
Strength In Numbers,Prophets Of Rage
Strength of a Woman,Mary J. Blige
Strip That Down,Liam Payne
Strobe Light,Little Dragon
Strobelite,Gorillaz
Subplots,Jack Johnson
Sucker For You,Matt Terry
Sugar Pie Honey Bunch,Kid Rock
Sultan's Curse,Mastodon
Summer Bummer,Lana Del Rey
Summer of Love,U2
Summertime Is In Our Hands,Michael Franti & Spearhead
Summertime Police,Dhani Harrison
Sun Comes Up,Rudimental
Sun Don't Go Down On That,Dustin Lynch
Sun Of Jean,Loyle Carner
Sunday Morning,Procol Harum
Sunday Morning Jetpack,Big Sean
Sunday Rain,Foo Fighters
Sundown,Zara Larsson
Sunrise (Eyes of the Young),The Flaming Lips
Sunrise Trailer Park,Papa Roach
"Sunrise, Sunburn, Sunset",Luke Bryan
Super Far,LANY
Super Trapper,Future
Supercharge,Enter Shikari
Supercut,Lorde
Supermarket Flowers,Ed Sheeran
Supermodel,SZA
Swalla,Jason Derulo
Sway,Danielle Bradbery
Swear,You Me at Six
Sweet Creature,Harry Styles
Sweetheart,Thomas Rhett
Swingin' With My Eyes Closed,Shania Twain
Swish Swish,Katy Perry
Switch,Iggy Azalea
Symphony,Clean Bandit
Súbeme La Radio,Enrique Iglesias
T-Shirt,Migos
T-Shirt,Foo Fighters
T-Shirt Song,Don Broco
Take It Back,Logic
Take My Country Back,Enter Shikari
Take on the World,You Me at Six
Taken A Tumble,Stereophonics
Talk In Your Sleep,Moose Blood
Talk to God,K. Michelle
Talking to Myself,Linkin Park
Tap Dancing,Nelly Furtado
Te Boté,Nio García
Tear It Down,Spoon
Technology,Don Broco
Teenage Fever,Drake
Tell Me You Love Me,Demi Lovato
Tennessee Mountain Top,Kid Rock
Test Me,The xx
Text From Your Ex,Tinie Tempah
That Bottle Ain't Your Friend,Shane Richie
That's On Me,Yella Beezy
That's What's Up,Alicia Keys
The Architect,Paloma Faith
The Beat of Your Heart,Bush
The Beautiful & Damned,G-Eazy
The Best You Had,Nina Nesbitt
The Betrayal (Act III),Nickelback
The Blackout,U2
The Breaker,Little Big Town
The Bull,Kip Moore
The Calling,The Killers
The Castle,The Flaming Lips
The Cove,Black Country Communion
The Cranes Are Back,Paul Weller
The Cross Has The Final Word,Newsboys
The Culling,Chelsea Wolfe
The Cure,Lady Gaga
The Darkest Stars,Kelley Ryan
The Day That You Moved On,TQX
The Deep,ZZ Ward
The Devil Don't Sleep,Brantley Gilbert
The Doomed,A Perfect Circle
The Enemy,Race The Tide
The Evil Has Landed,Queens of the Stone Age
The Fear,The Shins
The Gate,Björk
The Girl I Used to Be,Imelda May
The Glory,The Cranberries
The Good Parts,Andy Grammer
The Grand Delusion,Neck Deep
The Great Debate,Randy Newman
The Hammerhead Bar,The Waterboys
The Heart From Your Hate,Trivium
The Heart Part 4,Kendrick Lamar
The Highway,Bob Seger
The Impossible Idea,Paul Weller
The Innermost Light,Cousteau
The Joke,Brandi Carlile
The Key Under the Mat,Chris Baio
The Land,Thor
The Last of the Real Ones,Fall Out Boy
The Last Refugee,Roger Waters
The Last Song For My Resting Place,Black Country Communion
The Line,Foo Fighters
The Little Things That Give You Away,U2
"The Lonely, The Lonesome & The Gone",Lee Ann Womack
The Long Way,Brett Eldredge
The Louvre,Lorde
The Lovers,Nine Inch Nails
The Makings of You,Tamar Braxton
The Man,The Killers
The Man Who Built The Moon,Noel Gallagher's High Flying Birds
The May Queen,Robert Plant
The Moments I'm Missing,Nina Nesbitt
The Most Beautiful Girl,Roger Waters
The Mother,Brandi Carlile
The Older I Get,Alan Jackson
The One,The Chainsmokers
The Ones That Like Me,Brantley Gilbert
The Other Side,Dizzee Rascal
The Outsider,Black Veil Brides
The Promise,Chris Cornell
The Race,Tay-K
The Rest of Our Life,Tim McGraw & Faith Hill
The Revanchist,Trivium
The Rise & Fall,Amy MacDonald
The Sea Inside,Bob Seger
The Showman (Little More Better),U2
The Sights,Enter Shikari
The Sin and the Sentence,Trivium
The Sky Is A Neighborhood,Foo Fighters
The Smallest Thing,Frances
The Sound Of A,Alice Cooper
The Sound of Two Voices,New Found Glory
The Spark,Enter Shikari
The Storm,Eminem
The Storm,ZZ Ward
The Story of O.J.,Jay-Z
The Surprising,Deep Purple
The System Only Dreams in Total Darkness,The National
The Thing About Love,Matt Terry
The Valley,Laura Marling
The Violence,Rise Against
The Warmth of a Dying Sun,Employed To Serve
The Way Life Goes,Lil Uzi Vert
The Way You Used to Do,Queens of the Stone Age
The Weather,Pond
The Weekend,SZA
The Wind,Feist
The Worst Crime,Depeche Mode
The Wretchedness Inside,Trivium
There For You,Martin Garrix
There Should Be Unicorns,The Flaming Lips
There's Nothing Holdin' Me Back,Shawn Mendes
These Heaux,Bhad Bhabie
Think About That,Jessie J
Thinking About You,Jessie Ware
Third of May / Odaigahara,Fleet Foxes
This Country,Fever Ray
This Is How It Ends,Steve Earle
This Is Me,Keala Settle
This Is War,Bush
This Is Why We Can't Have Nice Things,Taylor Swift
Three,Lauren Alaina
Three,Lily Allen
Three Chords & The Truth,Chase Rice
Three Feet of Water,Brantley Gilbert
Three Rings,Grizzly Bear
Through the Roses,Future Islands
Thrown Into The Fire,Trivium
Thunder,Imagine Dragons
Thunder Road,Thor
Tick-Tock,Zipper Club
Ticker Tape,Gorillaz
Til I Get Found,Marc E. Bassy
Tip Toe,Jason Derulo
To Be Given A Body,Torres
To Be Without You,Ryan Adams
To the Max,DJ Khaled
Toe to Toes,Mastodon
Told You So,Paramore
Told You So,Miguel
Tomorrow Never Came,Lana Del Rey
Tone It Down,Gucci Mane
Tonite,LCD Soundsystem
Too Good At Goodbyes,Sam Smith
Too Much to Ask,Niall Horan
Too Much to Think,311
Top of the World,Kimbra
Total Entertainment Forever,Father John Misty
Transformation,Van Morrison
Trap,Shakira
Trap Paris,Machine Gun Kelly
Tribes,Chase & Status
Trigger Bang,Lily Allen
Trouble,Five Finger Death Punch
Trust the Sun,Elbow
Truth Hurts,Lizzo
Truth to Power,OneRepublic
Tunnel Vision,Kodak Black
Turn,The Wombats
Turn No More,Public Service Broadcasting
Turn Round M8,Rat Boy
Turn Up The Love,AlunaGeorge
Turncoat,Pickwick
Turnin' Me On,Blake Shelton
Turtleneck,The National
TwentyFourSeven,Kasabian
Two Ghosts,Harry Styles
Two®,Lil Uzi Vert
Tyrant,Thor
Tyson vs. Douglas,The Killers
