title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
Say You Do,Dierks Bentley,2015-01-31,1,2sE61ZmvYH8wiOx5jygkHH,2014-01-01,Say You Do,['Dierks Bentley']
The Body,Wale Featuring Jeremih,2015-01-31,1,1cOi4OoRlpOznxiRa8FfHf,2015-03-31,The Body (feat. Jeremih),"['Wale', 'Jeremih']"
A Guy Walks Into A Bar,Tyler Farr,2015-01-31,1,16PNN9wK1LbedzcTp7y8y0,2015-04-27,A Guy Walks Into a Bar,['Tyler Farr']
I Mean It,G-Eazy Featuring Remo,2015-01-31,1,6jmTHeoWvBaSrwWttr8Xvu,2014-06-20,I Mean It (feat. Remo),"['G-Eazy', 'Remo']"
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,2015-02-28,1,78TTtXnFQPzwqlbtbwqN0y,2015-01-24,FourFiveSeconds,"['Rihanna', 'Kanye West', 'Paul McCartney']"
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,2015-02-28,1,3keUgTGEoZJt0QkzTB6kHg,2015-01-23,Truffle Butter,"['Nicki Minaj', 'Drake', 'Lil Wayne']"
Somebody,Natalie La Rose Featuring Jeremih,2015-02-28,1,7ioiB40H9xKs04QtIso2I3,2014-01-06,Somebody,"['Natalie La Rose', 'Jeremih']"
Trap Queen,Fetty Wap,2015-02-28,1,2d8JP84HNLKhmd6IYOoupQ,2015-09-25,Trap Queen,['Fetty Wap']
Energy,Drake,2015-02-28,1,79XrkTOfV1AqySNjVlygpW,2015-02-12,Energy,['Drake']
Blessings,Big Sean Featuring Drake,2015-02-28,1,1bzM1cd6oqFozdr4wK6HdR,2015-02-24,Blessings,"['Big Sean', 'Drake']"
Chains,Nick Jonas,2015-02-28,1,5Eg4TsPcqNbIjd8ADMZosg,2015-11-20,Chains,['Nick Jonas']
Lay Me Down,Sam Smith,2015-02-28,1,64GRDrL1efgXclrhVCeuA0,2015-11-06,Lay Me Down,"['Sam Smith', 'John Legend']"
Talking Body,Tove Lo,2015-02-28,1,2tpfxAXiI52znho4WE3XFA,2014-09-24,Talking Body,['Tove Lo']
Little Red Wagon,Miranda Lambert,2015-02-28,1,4sl4UWqzHSG7riBKdralwy,2014-06-02,Little Red Wagon,['Miranda Lambert']
One Last Time,Ariana Grande,2015-02-28,1,7xoUc6faLbCqZO6fQEYprd,2014-08-25,One Last Time,['Ariana Grande']
Preach,Drake Featuring PARTYNEXTDOOR,2015-02-28,1,1OHoBC4icbuNhpSxP400sv,2015-02-12,Preach,"['Drake', 'PARTYNEXTDOOR']"
Legend,Drake,2015-02-28,1,1ID1QFSNNxi0hiZCNcwjUC,2015-02-12,Legend,['Drake']
10 Bands,Drake,2015-02-28,1,12d5QFwzh60IIHlsSnAvps,2015-02-12,10 Bands,['Drake']
Used To,Drake Featuring Lil Wayne,2015-02-28,1,63p3Slj0shAFP0Q7dQetj5,2015-02-12,Used To,"['Drake', 'Lil Wayne']"
Budapest,George Ezra,2015-02-28,1,2ixsaeFioXJmMgkkbd4uj1,2014-06-30,Budapest,['George Ezra']
Where You Belong,The Weeknd,2015-02-28,1,5AYD5mHQHXkUuZRDFNyEyi,2015-02-10,"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack",['The Weeknd']
"Honey, I'm Good.",Andy Grammer,2015-02-28,1,4MflGTO2ZTcSQ12bWcyRgI,2014-08-05,"Honey, I'm Good.",['Andy Grammer']
I Put A Spell On You,Annie Lennox,2015-02-28,1,6HChE1b3T5ke2XA50t9kGd,2015-02-10,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",['Annie Lennox']
Shots,Imagine Dragons,2015-02-28,1,4XLm8FNvaTlmTAZmSrrV82,2015-05-04,Shots - Broiler Remix,"['Imagine Dragons', 'Broiler']"
Keep Your Money,Empire Cast Featuring Jussie Smollett,2015-02-28,1,0d2DXJoX0ziRUH2RWXWDKn,2015-09-11,Keep Your Money (feat. Jussie Smollett),"['Empire Cast', 'Jussie Smollett']"
What Kind Of Man,Florence + The Machine,2015-02-28,1,1w9ta1CvXlJPRXh6Py2Mto,2015-06-01,What Kind Of Man,['Florence + The Machine']
I Want You To Know,Zedd Featuring Selena Gomez,2015-04-04,1,1JDIArrcepzWDTAWXdGYmP,2015-05-18,I Want You To Know,"['Zedd', 'Selena Gomez']"
Want To Want Me,Jason Derulo,2015-04-04,1,7oGZAicScQt96OAW4AruYy,2015-05-29,Want to Want Me,['Jason Derulo']
All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",2015-04-04,1,79reBHqpRoWXaQbjBBY3UC,2015-03-02,All Day,"['Kanye West', 'Theophilus London', 'Allan Kingdom', 'Paul McCartney']"
Know Yourself,Drake,2015-04-04,1,5InOp6q2vvx0fShv3bzFLZ,2015-02-12,Know Yourself,['Drake']
Slow Motion,Trey Songz,2015-04-04,1,4NYwy0R3NdvORX2B6OZXBT,2015-06-23,Slow Motion,['Trey Songz']
I Bet,Ciara,2015-04-04,1,20lNo44eUUCnyNNInzwkv9,2015-05-04,I Bet,['Ciara']
King Kunta,Kendrick Lamar,2015-04-04,1,0N3W5peJUQtI4eyR6GJT5O,2015-03-16,King Kunta,['Kendrick Lamar']
The Blacker The Berry,Kendrick Lamar,2015-04-04,1,5Mtt6tZSZA9cXTHGSGpyh0,2015-03-16,The Blacker The Berry,['Kendrick Lamar']
Believe,Mumford & Sons,2015-04-04,1,1KDPWUuA213r6M2WbWUauE,2015-05-04,Believe,['Mumford & Sons']
Watch Me,Silento,2015-04-04,1,5RIVoVdkDLEygELLCniZFr,,,
Nobody Love,Tori Kelly,2015-04-04,1,7fpU0bRJt0SDC8jIgVpbT6,2016-01-29,Nobody Love,['Tori Kelly']
Smoke,A Thousand Horses,2015-04-04,1,0ZUnRmGiWEypcw14WjW109,2015-06-09,Smoke,['A Thousand Horses']
Worth It,Fifth Harmony Featuring Kid Ink,2015-04-04,1,41Fflg7qHiVOD6dEPvsCzO,2015-01-30,Worth It (feat. Kid Ink),"['Fifth Harmony', 'Kid Ink']"
Raise 'Em Up,Keith Urban Featuring Eric Church,2015-04-04,1,3YimpODfNhxj3rN81v4WvE,2013-01-01,Raise 'Em Up,"['Keith Urban', 'Eric Church']"
Don't It,Billy Currington,2015-04-04,1,4iLPK8QnOvqm0Azbsk2GDn,2015-06-02,It Don't Hurt Like It Used To,['Billy Currington']
See You Again,Wiz Khalifa Featuring Charlie Puth,2015-04-04,1,2JzZzZUQj3Qff7wapcbKjc,2015,See You Again (feat. Charlie Puth),"['Wiz Khalifa', 'Charlie Puth']"
Alright,Kendrick Lamar,2015-04-04,1,3iVcZ5G6tvkXZkZKlMpIUs,2015-03-16,Alright,['Kendrick Lamar']
Fairly Local,twenty one pilots,2015-04-04,1,1s9xuJxhYM0LdVqksjegcg,2015-05-15,Fairly Local,['Twenty One Pilots']
Immortals,Fall Out Boy,2015-04-04,1,3Te8uLyit6X3ncNW8Fp3K2,2015-01-20,Immortals,['Fall Out Boy']
I Really Like You,Carly Rae Jepsen,2015-04-04,1,2hHLbkatPwOOmrNxTiD41L,2015,I Really Like You,['Carly Rae Jepsen']
You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,2015-04-04,1,4jPYWplZcF6kAfHZ885EUS,2015-03-09,You're So Beautiful (feat. Jussie Smollett & Yazz),"['Empire Cast', 'Jussie Smollett', 'Yazz']"
Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,2015-04-04,1,7Ks4VCY1wFebnOdJrM13t6,2015-03-16,Wesley's Theory,"['Kendrick Lamar', 'George Clinton', 'Thundercat']"
Bills,LunchMoney Lewis,2015-04-04,1,7rlCeTnjn0plPZkVAcctPZ,2015-02-05,Bills,['LunchMoney Lewis']
These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",2015-04-04,1,7uWVT3UkCAZyANvv0bdyQn,2015-03-16,These Walls,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Thundercat']"
Girl Crush,Little Big Town,2015-04-04,1,11qh54D0PKkBwelpDxxiEU,2014-10-21,Girl Crush,['Little Big Town']
Sippin' On Fire,Florida Georgia Line,2015-04-04,1,0H9Q7Vzu8nYRDBZYKbtU8d,2014-10-14,Sippin’ On Fire,['Florida Georgia Line']
She Don't Love You,Eric Paslay,2015-04-04,1,1B17jo7XD3lJ9AtrdE9kUd,2014-01-01,She Don't Love You,['Eric Paslay']
Where Are U Now,Skrillex & Diplo With Justin Bieber,2015-04-04,1,66hayvUbTotekKU3H4ta1f,2016-02-16,Where Are Ü Now LIVE (with Justin Bieber),"['Skrillex', 'Diplo', 'Jack Ü', 'Justin Bieber']"
Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",2015-04-04,1,4oFtLSgHyZPNYDCcANhTnO,2015-03-16,Institutionalized,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Snoop Dogg']"
B**** Better Have My Money,Rihanna,2015-05-02,1,0NTMtAO2BV4tnGvw9EgBVq,2015-03-26,Bitch Better Have My Money,['Rihanna']
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",2015-05-02,1,5b2bu6yyATC1zMXDGScJ2d,2014-11-24,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","['David Guetta', 'Afrojack', 'Bebe Rexha', 'Nicki Minaj']"
Nasty Freestyle,T-Wayne,2015-05-02,1,0PT7nlpo11hYYyfnBgtilT,2015-05-04,Nasty Freestyle,['T-Wayne']
You Know You Like It,DJ Snake & AlunaGeorge,2015-05-02,1,57kR5SniQIbsbVoIjjOUDa,2014-10-14,You Know You Like It,"['DJ Snake', 'AlunaGeorge']"
Bright,Echosmith,2015-05-02,1,3WKg25vrbjJlkhsgl2W4p3,2013-10-04,Bright,['Echosmith']
Wild Child,Kenny Chesney With Grace Potter,2015-05-02,1,050iNgNKEUrJboOnH4Jhm6,2014-09-22,Wild Child (with Grace Potter) (with Grace Potter),"['Kenny Chesney', 'Grace Potter']"
Get Low,Dillon Francis & DJ Snake,2015-05-02,1,3oZoXyU0SkDldgS7AcN4y4,2014-10-22,Get Low,"['Dillon Francis', 'DJ Snake']"
Little Toy Guns,Carrie Underwood,2015-05-02,1,4lnnde7PnrXR3pUzQKBe6X,2014-12-09,Little Toy Guns,['Carrie Underwood']
Commas,Future,2015-05-02,1,49zD0wr2S3d0lZPib0K4e1,2015-07-17,F*ck Up Some Commas,['Future']
Fight Song,Rachel Platten,2015-05-02,1,37f4ITSlgPX81ad2EvmVQr,2016-01-01,Fight Song,['Rachel Platten']
Trouble,Iggy Azalea Featuring Jennifer Hudson,2015-05-02,1,3MPZOtMvBoxAIRUkgux87d,2014-10-24,Trouble,"['Iggy Azalea', 'Jennifer Hudson']"
Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",2015-05-02,1,59PL9AwYjIrIpP04n9gmMR,2015-03-17,Ride Out,"['Kid Ink', 'Tyga', 'Wale', 'YG', 'Rich Homie Quan']"
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,2015-05-02,1,5QfZK4iSxc7SIhxCg1av3x,,,
Like A Wrecking Ball,Eric Church,2015-05-02,1,6hr4weuSidHy2LNMw8UVJ2,2014-01-01,Like A Wrecking Ball,['Eric Church']
Lean On,Major Lazer & DJ Snake Featuring MO,2015-05-02,1,1Lim1Py7xBgbAkAys3AGAG,2015-11-27,Lean On,"['Major Lazer', 'MØ', 'DJ Snake']"
The Matrimony,Wale Featuring Usher,2015-05-02,1,7vlPI45Zzzk0palLdKry4k,2015-03-31,The Matrimony (feat. Usher),"['Wale', 'Usher']"
Love You Like That,Canaan Smith,2015-05-02,1,2QVzUws1l5mzZ4v46tGHrC,2015-06-23,Love You Like That,['Canaan Smith']
American Oxygen,Rihanna,2015-05-02,1,0bHA8LApeZHv7ZlhVUWg8X,2015-04-14,American Oxygen,['Rihanna']
Love Me Like You Mean It,Kelsea Ballerini,2015-05-02,1,0knbW9EwgSLfNFMWys1mQm,2015-05-18,Love Me Like You Mean It,['Kelsea Ballerini']
Sangria,Blake Shelton,2015-05-02,1,0p1HtkrNYxv0iDfEKwXSTp,2014-09-30,Sangria,['Blake Shelton']
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,2015-05-02,1,7hOfyNuj2dLc0HAEYVDIYS,2017-01-20,El Perdón - Forgiveness,"['Nicky Jam', 'Enrique Iglesias']"
Be Real,Kid Ink Featuring DeJ Loaf,2015-05-02,1,4fUh9VvKW4shhWN5LfN1Ba,2015-01-02,Be Real (feat. DeJ Loaf),"['Kid Ink', 'DeJ Loaf']"
Baby Be My Love Song,Easton Corbin,2015-05-02,1,6WCqjXvMxAN2yP4dzeoyhF,2015-06-30,Baby Be My Love Song,['Easton Corbin']
Imagine,Sawyer Fredericks,2015-05-02,1,5fKbkAwQqPNF7Us0UUFNJK,2015-05-20,Imagine - The Voice Performance,['Sawyer Fredericks']
Renegades,X Ambassadors,2015-05-02,1,0fYVliAYKHuPmECRs1pbRf,2015-06-30,Renegades,['X Ambassadors']
House Of The Rising Sun,Kimberly Nichole,2015-05-02,1,2UomTx9OqG8ii3pJRZkVOk,2015-04-13,House Of The Rising Sun - The Voice Performance,['kimberly nichole']
Bad Blood,Taylor Swift Featuring Kendrick Lamar,2015-06-06,1,273dCMFseLcVsoSWx59IoE,2014-10-27,Bad Blood,['Taylor Swift']
Kick The Dust Up,Luke Bryan,2015-06-06,1,5g15o2Sm55Hn9ShK5yEXgp,2015-08-07,Kick The Dust Up,['Luke Bryan']
Cheerleader,OMI,2015-06-06,1,023OVLNzXhX0j7CxswUt6D,2015-10-16,Cheerleader - Felix Jaehn Remix Radio Edit,['OMI']
This Summer's Gonna Hurt...,Maroon 5,2015-06-06,1,0nM7ZaDfsJVzF3MN7PU46q,,,
Please,Sawyer Fredericks,2015-06-06,1,2pTnrrRF6creKP8lVDpgqw,2015-05-20,Please - The Voice Performance,['Sawyer Fredericks']
Pretty Girls,Britney Spears & Iggy Azalea,2015-06-06,1,6QicTxeiSaRkPnkGDUvYOs,2015-05-04,Pretty Girls,"['Britney Spears', 'Iggy Azalea']"
Nasty,Bandit Gang Marco Featuring Dro,2015-06-06,1,3KGQPtjS7kjEwMizD1bvC8,2015-01-20,Nasty (feat. Dro),"['Bandit Gang Marco', 'Dro']"
Flex (Ooh Ooh Ooh),Rich Homie Quan,2015-06-06,1,4T0ScSPdQKmGvruK7pavNP,2015-02-10,"Flex (Ooh, Ooh, Ooh)",['Rich Homie Quan']
The Night Is Still Young,Nicki Minaj,2015-06-06,1,4bBrKDo8rchikwZOtmXbIH,2014-12-15,The Night Is Still Young,['Nicki Minaj']
Fun,Pitbull Featuring Chris Brown,2015-06-06,1,6Zo3wgDE076K2AuiGZF3CS,2014-11-21,Fun (feat. Chris Brown),"['Pitbull', 'Chris Brown']"
Photograph,Ed Sheeran,2015-06-06,1,1HNkqx9Ahdgi1Ixy2xkKkL,2014-06-21,Photograph,['Ed Sheeran']
Old Man,Sawyer Fredericks,2015-06-06,1,2Yh8cnpddujSLPOVJKlSDt,2015-05-20,Old Man - The Voice Performance,['Sawyer Fredericks']
Flashlight,Jessie J,2015-06-06,1,6SkoBaMd0lzoQjID5aV2d9,2015-05-12,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",['Jessie J']
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",2015-06-06,1,74Xdx4ezYQQlg8wKswq25T,2014-12-22,"I Need Your Love (feat. Mohombi, Faydee & Costi)","['Shaggy', 'Mohombi', 'Faydee', 'Costi']"
Classic Man,Jidenna Featuring Roman GianArthur,2015-06-06,1,3G7XYAwtxtoGK7fAm4IlD9,2015-02-03,Classic Man (feat. Roman GianArthur),"['Jidenna', 'Roman GianArthur']"
One Hell Of An Amen,Brantley Gilbert,2015-06-06,1,2XEl9DfBj88c8p2bdfx1qu,2015-01-01,One Hell Of An Amen,['Brantley Gilbert']
Beautiful Now,Zedd Featuring Jon Bellion,2015-06-06,1,7wfwhoB3OAzKElXW3tGgrf,2015-06-16,Beautiful Now - Dirty South Remix,"['Zedd', 'Jon Bellion', 'Dirty South']"
How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",2015-06-06,1,3uqez7AQId9NZ15UF9QW9M,2015-06-25,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)","['DJ Khaled', 'Chris Brown', 'Lil Wayne', 'Big Sean']"
Crash And Burn,Thomas Rhett,2015-06-06,1,2Fk0WwAqTBesLtKg97nojy,2015-01-01,Crash and Burn,['Thomas Rhett']
Change My Mind,Meghan Linsey,2015-06-06,1,1owHFKK6bWtYYf5V8bD1JR,2015-05-20,Change My Mind - The Voice Performance,['Meghan Linsey']
Tonight Looks Good On You,Jason Aldean,2015-06-06,1,1pm6AoOYO81llP3gwkTAbI,2014-10-07,Tonight Looks Good on You,['Jason Aldean']
Crushin' It,Brad Paisley,2015-06-06,1,3yMVUGqVK5iTTkA8kGChH2,2014-08-25,Crushin' It,['Brad Paisley']
Stressed Out,twenty one pilots,2015-06-06,1,3CRDbSIZ4r5MsZ0YwxuEkn,2015-05-15,Stressed Out,['Twenty One Pilots']
Games,Luke Bryan,2015-06-06,1,085lgcfCstjd3AjWDAt2OX,2015-03-10,Games,['Luke Bryan']
I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,2015-06-06,1,6HMHgBHdLBQ0QYIaOp2gse,2014-12-15,I Don't Get Tired (#IDGT) (feat. August Alsina),"['Kevin Gates', 'August Alsina']"
Can't Feel My Face,The Weeknd,2015-07-04,1,22VdIZQfgXJea34mQxlt81,2015-08-28,Can't Feel My Face,['The Weeknd']
The Hills,The Weeknd,2015-07-04,1,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,The Hills,['The Weeknd']
House Party,Sam Hunt,2015-07-04,1,1TwLKNsCnhi1HxbIi4bAW0,2014-10-27,House Party,['Sam Hunt']
Buy Me A Boat,Chris Janson,2015-07-04,1,2WKLUgklz0VDX5bKTZ3eYD,2015-10-30,Buy Me a Boat,['Chris Janson']
Loving You Easy,Zac Brown Band,2015-07-04,1,5mhW03yGpDpkYHs9aZaxSE,2015-04-28,Loving You Easy,['Zac Brown Band']
Stitches,Shawn Mendes,2015-07-04,1,5jsw9uXEGuKyJzs0boZ1bT,2015-04-14,Stitches,['Shawn Mendes']
Planez,Jeremih Featuring J. Cole,2015-07-04,1,08zJpaUQVi9FrKv2e32Bah,2015-12-04,Planez,"['Jeremih', 'J. Cole']"
Ghost Town,Adam Lambert,2015-07-04,1,44aN5xKL3kGHvQ5bXVk6B8,2015-06-11,Ghost Town,['Adam Lambert']
Kiss You In The Morning,Michael Ray,2015-07-04,1,6jRcSR1kOPWJYisvkFfjUV,2015-08-07,Kiss You in the Morning,['Michael Ray']
Young & Crazy,Frankie Ballard,2015-07-04,1,6ll39ALTlddWWQZLjSFlwM,2014-04-03,Young & Crazy,['Frankie Ballard']
Hell Of A Night,Dustin Lynch,2015-07-04,1,4x7Di9FZJXJoxHjLxjImmp,2014-09-09,Hell Of A Night,['Dustin Lynch']
B**** I'm Madonna,Madonna Featuring Nicki Minaj,2015-07-04,1,2bZMOs3RjmhhGca6MEzjyl,2015-03-10,Bitch I'm Madonna,"['Madonna', 'Nicki Minaj']"
"John Cougar, John Deere, John 3:16",Keith Urban,2015-07-04,1,72f7jNxopSGvbx3M35i3Zl,2016-05-06,"John Cougar, John Deere, John 3:16",['Keith Urban']
Marvin Gaye,Charlie Puth Featuring Meghan Trainor,2015-07-04,1,6ukMqDxnOPOgoHdak7Kyp3,2015-05-01,Marvin Gaye (feat. Meghan Trainor),"['Charlie Puth', 'Meghan Trainor']"
This Could Be Us,Rae Sremmurd,2015-07-04,1,4jTiyLlOJVJj3mCr7yfPQD,2015-01-06,This Could Be Us,['Rae Sremmurd']
Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,2015-07-04,1,0kIHfcHGFGm5xb0dSlKEdp,2015-05-04,Hood Go Crazy,"['Tech N9ne', '2 Chainz', 'B.o.B']"
Lose My Mind,Brett Eldredge,2015-07-04,1,1qC0pi9ZH47XDjvaNbg8ch,2015-09-11,Lose My Mind,['Brett Eldredge']
Sparks,Hilary Duff,2015-07-04,1,2ipJSuGf1GtxSIt2KvOGxl,2015-06-12,Sparks,['Hilary Duff']
Coffee,Miguel,2015-07-04,1,6vMpPxLV0F5Diwcs6awI1Z,2015-06-26,coffee,['Miguel']
Tear In My Heart,twenty one pilots,2015-07-04,1,3bnVBN67NBEzedqQuWrpP4,2015-05-15,Tear in My Heart,['Twenty One Pilots']
Flicka Da Wrist,Chedda Da Connect,2015-07-04,1,6yxgLlHHp9EMklVUUdyjKh,2015-10-02,Flicka Da Wrist,['Chedda Da Connect']
Good Thing,Sage The Gemini Featuring Nick Jonas,2015-07-04,1,5k7KtLUFDlawcjyvo5NpnT,2015-11-20,Good Thing,"['Sage The Gemini', 'Nick Jonas']"
Good For You,Selena Gomez Featuring A$AP Rocky,2015-08-01,1,578Eooad7oUyn4stovZiPg,2015-10-09,Good For You,"['Selena Gomez', 'A$AP Rocky']"
679,Fetty Wap Featuring Remy Boyz,2015-08-01,1,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,679 (feat. Remy Boyz),"['Fetty Wap', 'Remy Boyz']"
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,2015-08-01,1,0hy1SOTEn9ifXTzOwnCwEr,2015-06-29,All Eyes on You (feat. Chris Brown & Nicki Minaj),"['Meek Mill', 'Chris Brown', 'Nicki Minaj']"
Cool For The Summer,Demi Lovato,2015-08-01,1,3uwnnTQcHM1rDqSfA4gQNz,2015-01-01,Cool for the Summer,['Demi Lovato']
R.I.C.O.,Meek Mill Featuring Drake,2015-08-01,1,0Y0TOsE1q11qgbi7c5WZsG,2015-06-29,R.I.C.O. (feat. Drake),"['Meek Mill', 'Drake']"
"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,2015-08-01,1,2S5LNtRVRPbXk01yRQ14sZ,2015-04-07,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","['Flo Rida', 'Robin Thicke', 'Verdine White']"
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,2015-08-01,1,2YlZnw2ikdb837oKMKjBkW,2015-01-09,Like I'm Gonna Lose You (feat. John Legend),"['Meghan Trainor', 'John Legend']"
Real Life,Jake Owen,2015-08-01,1,5NUvj4WX2tAQGxOF4CWJ7I,2015-05-26,Real Life,['Jake Owen']
Kings Never Die,Eminem Featuring Gwen Stefani,2015-08-01,1,4uX7M3U4I1nsZ7SFM4XNCn,2015-07-24,Kings Never Die,"['Eminem', 'Gwen Stefani']"
Do It Again,Pia Mia Featuring Chris Brown & Tyga,2015-08-01,1,72Bz4ciRZPBcVSw0nrZDHi,2015-05-04,Do It Again,"['Pia Mia', 'Chris Brown', 'Tyga']"
Yoga,Janelle Monae & Jidenna,2015-08-01,1,3IJCSQoLF4YzPAKaxq2JLb,2015-03-31,Yoga,"['Janelle Monáe', 'Jidenna']"
My Way,Fetty Wap Featuring Monty,2015-08-01,1,1WoOzgvz6CgH4pX6a1RKGp,2015-09-25,My Way (feat. Monty),"['Fetty Wap', 'Monty']"
Break Up With Him,Old Dominion,2015-08-01,1,5ZManJDV3CexO66nRCkdiV,2015-11-06,Break Up with Him,['Old Dominion']
Should've Been Us,Tori Kelly,2015-08-01,1,5SUKnxEQaFFeudmI4qYLd9,2016-01-29,Should’ve Been Us,['Tori Kelly']
Ex's & Oh's,Elle King,2015-08-01,1,70eDxAyAraNTiD6lx2ZEnH,2015-02-13,Ex's & Oh's,['Elle King']
Fly,Maddie & Tae,2015-08-01,1,1ewLdzcpSQkU9wpFdqFauw,2015-06-02,Fly,['Maddie & Tae']
Burning House,Cam,2015-08-01,1,2zhk0kypGeOPsaaZcjyc14,2015-12-11,Burning House,['Cam']
Lord Knows,Meek Mill,2015-08-01,1,57hCSu4zMTdnSum7NBL1Ye,2015-06-29,Lord Knows (feat. Tory Lanez),"['Meek Mill', 'Tory Lanez']"
I'm Comin' Over,Chris Young,2015-08-01,1,0H04yVa3DJxoXbLBpAb7iV,2015-11-13,I'm Comin' Over,['Chris Young']
Jump Out The Face,Meek Mill Featuring Future,2015-08-01,1,17AS0y6FnHdYImAPUydAJg,2015-06-29,Jump Out the Face (feat. Future),"['Meek Mill', 'Future']"
One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,2015-08-01,1,731Pa6Gt7GAdADATMSEL0N,2015-02-24,One Man Can Change The World,"['Big Sean', 'Kanye West', 'John Legend']"
Locked Away,R. City Featuring Adam Levine,2015-09-05,1,7x5xYW5W42OGPAdHUyyguy,2015-10-09,Locked Away (feat. Adam Levine),"['R. City', 'Adam Levine']"
Drag Me Down,One Direction,2015-09-05,1,2K87XMYnUMqLcX3zvtAF4G,2015-11-13,Drag Me Down,['One Direction']
Hotline Bling,Drake,2015-09-05,1,0wwPcA6wtMf6HUMpIRdeP7,2016-05-06,Hotline Bling,['Drake']
Back To Back,Drake,2015-09-05,1,5lFDtgWsjRJu8fPOAyJIAK,2015-07-31,Back To Back,['Drake']
Straight Outta Compton,N.W.A,2015-09-05,1,6KIKRz9eSTXdNsGUnomdtW,1988-08-08,Straight Outta Compton,['N.W.A.']
Again,Fetty Wap,2015-09-05,1,3ESSGgWzRf1xvP7G5hHMhB,2015-09-25,Again,['Fetty Wap']
Hit The Quan,iLoveMemphis,2015-09-05,1,4OjuzM3rTWp3q60mEldNSF,2015-10-09,Hit the Quan - Original Version,['iLoveMemphis']
She's Kinda Hot,5 Seconds Of Summer,2015-09-05,1,5fsQSDifYpjfbCqvZKPVBj,2015-10-23,She's Kinda Hot,['5 Seconds of Summer']
Boyz-N-The Hood,Eazy-E,2015-09-05,1,5RGXoZt1qxmAErdhbyKJKq,1987-01-01,Boyz-N-The-Hood,['Eazy-E']
Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",2015-09-05,1,2bNxCVI4Fub8BAwr0CQDyd,2015-01-01,Rotten to the Core,"['Dove Cameron', 'Cameron Boyce', 'Booboo Stewart', 'Sofia Carson']"
How Deep Is Your Love,Calvin Harris & Disciples,2015-09-05,1,22mek4IiqubGD9ctzxc69s,2015-07-17,How Deep Is Your Love,"['Calvin Harris', 'Disciples']"
Strip It Down,Luke Bryan,2015-09-05,1,5XFu5S1vBY7sNHlheCapOz,2015-08-07,Strip It Down,['Luke Bryan']
High By The Beach,Lana Del Rey,2015-09-05,1,7g3htkaLz4ETFn0cifwM3y,2015-09-18,High By The Beach,['Lana Del Rey']
Black Magic,Little Mix,2015-09-05,1,6rmXhRIemCTPyMYZRDN7Qg,2015-11-06,Black Magic,['Little Mix']
Save It For A Rainy Day,Kenny Chesney,2015-09-05,1,6wfTb2he5ANMQSFnlamnyi,2014-09-22,Save It for a Rainy Day,['Kenny Chesney']
Comfortable,K Camp,2015-09-05,1,2BqQQXuBOuhaWeUP7okEx0,2014-09-04,Comfortable,['K CAMP']
Cheyenne,Jason Derulo,2015-09-05,1,3EofjRgUI1WrzqqtLb8NoF,2015-05-29,Cheyenne,['Jason Derulo']
Love Myself,Hailee Steinfeld,2015-09-05,1,36phXHOKx8rO7CMp2vNX4x,2016-02-26,Love Myself,['Hailee Steinfeld']
Anything Goes,Florida Georgia Line,2015-09-05,1,46ZfPS5VpSQVU5gb82hg3K,2014-10-14,Anything Goes,['Florida Georgia Line']
Here,Alessia Cara,2015-09-05,1,1wYZZtamWTQAoj8B812uKQ,2015-11-13,Here,['Alessia Cara']
