"title","artist","hit"
"Something Just Like This","The Chainsmokers & Coldplay",1
"No Frauds","Nicki Minaj, Drake & Lil Wayne",1
"Mask Off","Future",1
"Slide","Calvin Harris Featuring Frank Ocean & Migos",1
"Regret In Your Tears","Nicki Minaj",1
"Galway Girl","Ed Sheeran",1
"Heavy","Linkin Park Featuring Kiiara",1
"Changed It","Nicki Minaj & Lil Wayne",1
"Chanel","Frank Ocean",1
"Draco","Future",1
"Liability","Lorde",1
"Losin Control","Russ",1
"Hometown Girl","Josh Turner",1
"Dive","Ed Sheeran",1
"Good Drank","2 Chainz x Gucci Mane x Quavo",1
"Happier","Ed Sheeran",1
"Prblms","6LACK",1
"Comin Out Strong","Future Featuring The Weeknd",1
"Humble.","Kendrick Lamar",1
"DNA.","Kendrick Lamar",1
"XO TOUR Llif3","Lil Uzi Vert",1
"Loyalty.","Kendrick Lamar Featuring Rihanna",1
"Element.","Kendrick Lamar",1
"Love.","Kendrick Lamar Featuring Zacari",1
"Sign Of The Times","Harry Styles",1
"Passionfruit","Drake",1
"Yah.","Kendrick Lamar",1
"XXX.","Kendrick Lamar Featuring U2",1
"Feel.","Kendrick Lamar",1
"Pride.","Kendrick Lamar",1
"The Cure","Lady Gaga",1
"Lust.","Kendrick Lamar",1
"Fear.","Kendrick Lamar",1
"Swalla","Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign",1
"Blood.","Kendrick Lamar",1
"God.","Kendrick Lamar",1
"Unforgettable","French Montana Featuring Swae Lee",1
"Portland","Drake Featuring Quavo & Travis Scott",1
"Duckworth.","Kendrick Lamar",1
"Now Or Never","Halsey",1
"Cake","Flo Rida & 99 Percent",1
"Peek A Boo","Lil Yachty Featuring Migos",1
"God, Your Mama, And Me","Florida Georgia Line Featuring Backstreet Boys",1
"First Day Out","Tee Grizzley",1
"Black SpiderMan","Logic Featuring Damian Lemar Hudson",1
"Everyday We Lit","YFN Lucci Featuring PnB Rock",1
"Gyalchester","Drake",1
"Broken Halos","Chris Stapleton",1
"Weak","AJR",1
"How Not To","Dan + Shay",1
"You Look Good","Lady Antebellum",1
"At My Best","Machine Gun Kelly Featuring Hailee Steinfeld",1
"The Night We Met","Lord Huron",1
"Craving You","Thomas Rhett Featuring Maren Morris",1
"I'm The One","DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1
"Malibu","Miley Cyrus",1
"There's Nothing Holdin' Me Back","Shawn Mendes",1
"Attention","Charlie Puth",1
"Magnolia","Playboi Carti",1
"If I Told You","Darius Rucker",1
"Bon Appetit","Katy Perry Featuring Migos",1
"Slow Hands","Niall Horan",1
"Rollin","Calvin Harris Featuring Future & Khalid",1
"1-800-273-8255","Logic Featuring Alessia Cara & Khalid",1
"Privacy","Chris Brown",1
"Wokeuplikethis*","Playboi Carti Featuring Lil Uzi Vert",1
"My Girl","Dylan Scott",1
"Bad Liar","Selena Gomez",1
"Every Time I Hear That Song","Blake Shelton",1
"Drinkin' Problem","Midland",1
"Flatliner","Cole Swindell",1
"My Old Man","Zac Brown Band",1
"Felices Los 4","Maluma",1
"No Promises","Cheat Codes Featuring Demi Lovato",1
"Ghost In This House","Lauren Duski",1
"Do Re Mi","blackbear",1
"Me Enamore","Shakira",1
"2U","David Guetta Featuring Justin Bieber",1
"Strip That Down","Liam Payne Featuring Quavo",1
"To The Max","DJ Khaled Featuring Drake",1
"Crying In The Club","Camila Cabello",1
"Swish Swish","Katy Perry Featuring Nicki Minaj",1
"Love Galore","SZA Featuring Travis Scott",1
"Yours If You Want It","Rascal Flatts",1
"Small Town Boy","Dustin Lynch",1
"No Such Thing As A Broken Heart","Old Dominion",1
"Do I Make You Wanna","Billy Currington",1
"Butterfly Effect","Travis Scott",1
"Escapate Conmigo","Wisin Featuring Ozuna",1
"Subeme La Radio","Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",1
"Somebody Else Will","Justin Moore",1
"Nobody Else But You","Trey Songz",1
"What Ifs","Kane Brown Featuring Lauren Alaina",1
"It's A Vibe","2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",1
"Know No Better","Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",1
"It Ain't My Fault","Brothers Osborne",1
"Wild Thoughts","DJ Khaled Featuring Rihanna & Bryson Tiller",1
"Feels","Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",1
"Fetish","Selena Gomez Featuring Gucci Mane",1
"Bank Account","21 Savage",1
"Praying","Kesha",1
"Rake It Up","Yo Gotti Featuring Nicki Minaj",1
"Mi Gente","J Balvin & Willy William Featuring Beyonce",1
"Versace On The Floor","Bruno Mars",1
"Bodak Yellow (Money Moves)","Cardi B",1
"4:44","JAY-Z",1
"Feel It Still","Portugal. The Man",1
"The Story Of O.J.","JAY-Z",1
"A Lie","French Montana Featuring The Weeknd & Max B",1
"Heartache On The Dance Floor","Jon Pardi",1
"Crew","GoldLink Featuring Brent Faiyaz & Shy Glizzy",1
"Jerika","Jake Paul & Erika Costell Featuring Uncle Kade",1
"Whatever You Need","Meek Mill Featuring Chris Brown & Ty Dolla $ign",1
"Young Dumb & Broke","Khalid",1
"Glorious","Macklemore Featuring Skylar Grey",1
"No Complaints","Metro Boomin Featuring Offset & Drake",1
"What About Us","P!nk",1
"Silence","Marshmello Featuring Khalid",1
"The Race","Tay-K",1
"Back To You","Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals",1
"When It Rains It Pours","Luke Combs",1
"All The Pretty Girls","Kenny Chesney",1
"New Rules","Dua Lipa",1
"Every Little Thing","Carly Pearce",1
"Patty Cake","Kodak Black",1
"Wish I Knew You","The Revivalists",1
"More Girls Like You","Kip Moore",1
"B.E.D.","Jacquees",1
"Perplexing Pegasus","Rae Sremmurd",1
"For Her","Chris Lane",1
"Untouchable","YoungBoy Never Broke Again",1
"I Could Use A Love Song","Maren Morris",1
"Fix A Drink","Chris Janson",1
"Look What You Made Me Do","Taylor Swift",1
"Too Good At Goodbyes","Sam Smith",1
"...Ready For It?","Taylor Swift",1
"I Get The Bag","Gucci Mane Featuring Migos",1
"What Lovers Do","Maroon 5 Featuring SZA",1
"Friends","Justin Bieber + BloodPop",1
"Jocelyn Flores","XXXTENTACION",1
"Dusk Till Dawn","Zayn Featuring Sia",1
"Roll In Peace","Kodak Black Featuring XXXTENTACION",1
"The Way Life Goes","Lil Uzi Vert Featuring Nicki Minaj",1
"F**k Love","XXXTENTACION Featuring Trippie Redd",1
"Transportin'","Kodak Black",1
"Love So Soft","Kelly Clarkson",1
"Havana","Camila Cabello Featuring Young Thug",1
"Sauce It Up","Lil Uzi Vert",1
"Bad At Love","Halsey",1
"I'll Name The Dogs","Blake Shelton",1
"Everybody Dies In Their Nightmares","XXXTENTACION",1
"Found You","Kane Brown",1
"Gucci Gang","Lil Pump",1
"Greatest Love Story","LANCO",1
"These Heaux","Bhad Bhabie",1
"Relationship","Young Thug Featuring Future",1
"Questions","Chris Brown",1
"Pills And Automobiles","Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1
"444+222","Lil Uzi Vert",1
"I Fall Apart","Post Malone",1
"How Long","Charlie Puth",1
"Plain Jane","A$AP Ferg Featuring Nicki Minaj",1
"Curve","Gucci Mane Featuring The Weeknd",1
"Go Flex","Post Malone",1
"Like I Loved You","Brett Young",1
"Losing Sleep","Chris Young",1
"High End","Chris Brown Featuring Future & Young Thug",1
"Yours","Russell Dickerson",1
"Sky Walker","Miguel Featuring Travis Scott",1
"Let You Down","NF",1
"Lights Down Low","MAX Featuring gnash",1
"Too Hotty","Quavo, Takeoff & Offset",1
"Round Here Buzz","Eric Church",1
"Stunting Ain't Nuthin","Gucci Mane Featuring Slim Jxmmi & Young Dolph",1
"You Broke Up With Me","Walker Hayes",1
"Mayores","Becky G Featuring Bad Bunny",1
"Ask Me How I Know","Garth Brooks",1
"Walk On Water","Eminem Featuring Beyonce",1
"MotorSport","Migos, Nicki Minaj & Cardi B",1
"Wolves","Selena Gomez X Marshmello",1
"Meant To Be","Bebe Rexha & Florida Georgia Line",1
"Ric Flair Drip","Offset & Metro Boomin",1
"Ghostface Killers","21 Savage, Offset & Metro Boomin Featuring Travis Scott",1
"Gummo","6ix9ine",1
"Wanted You","NAV Featuring Lil Uzi Vert",1
"Good Old Days","Macklemore Featuring Kesha",1
"Female","Keith Urban",1
"Call It What You Want","Taylor Swift",1
"Candy Paint","Post Malone",1
"Lemon","N*E*R*D & Rihanna",1
"Rubbin Off The Paint","YBN Nahmir",1
"Rap Saved Me","21 Savage, Offset & Metro Boomin Featuring Quavo",1
"Gorgeous","Taylor Swift",1
"Betrayed","Lil Xan",1
"The Plan","G-Eazy",1
"Pick It Up","Famous Dex Featuring A$AP Rocky",1
"Too Much To Ask","Niall Horan",1
"Patek Water","Future & Young Thug Featuring Offset",1
"Him & I","G-Eazy & Halsey",1
"It's The Most Wonderful Time Of The Year","Andy Williams",1
"A Holly Jolly Christmas","Burl Ives",1
"End Game","Taylor Swift Featuring Ed Sheeran & Future",1
"Last Christmas","Wham!",1
"Feliz Navidad","Jose Feliciano",1
"Kooda","6ix9ine",1
"Codeine Dreaming","Kodak Black Featuring Lil Wayne",1
"Tennessee Rain","Addison Agen",1
"Wish I Didn't Love You","Chloe Kohanski",1
"My Dawg","Lil Baby",1
"Tell Me You Love Me","Demi Lovato",1
"Echame La Culpa","Luis Fonsi & Demi Lovato",1
"MIC Drop","BTS Featuring Desiigner",1
"No Smoke","YoungBoy Never Broke Again",1
"Ice Tray","Quavo & Lil Yachty",1
"I Pray","Red Marlow",1
"Written In The Sand","Old Dominion",1
"Juice","Yo Gotti",1
"Dark Knight Dummo","Trippie Redd Featuring Travis Scott",1
"When We","Tank",1
"Five More Minutes","Scotty McCreery",1
"Never Be The Same","Camila Cabello",1
"All On Me","Devin Dawson",1
"Legends","Kelsea Ballerini",1
"God's Plan","Drake",1
"Finesse","Bruno Mars & Cardi B",1
"Diplomatic Immunity","Drake",1
"Bartier Cardi","Cardi B Featuring 21 Savage",1
"Filthy","Justin Timberlake",1
"KEKE","6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",1
"Outside Today","YoungBoy Never Broke Again",1
"Stir Fry","Migos",1
"All The Stars","Kendrick Lamar & SZA",1
"Nowadays","Lil Skies Featuring Landon Cube",1
"Sick Boy","The Chainsmokers",1
"Supplies","Justin Timberlake",1
"Red Roses","Lil Skies Featuring Landon Cube",1
"One Foot","WALK THE MOON",1
"La Modelo","Ozuna x Cardi B",1
"Rewrite The Stars","Zac Efron & Zendaya",1
"No Name","NF",1
"King's Dead","Jay Rock, Kendrick Lamar, Future & James Blake",1
"Wait","Maroon 5",1
"Beautiful Trauma","P!nk",1
"IDGAF","Dua Lipa",1
"Corazon","Maluma X Nego do Borel",1
"The Greatest Show","Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1
"Rock","Plies",1
"Pray For Me","The Weeknd & Kendrick Lamar",1
"You Make It Easy","Jason Aldean",1
"Love Lies","Khalid & Normani",1
"New Freezer","Rich The Kid Featuring Kendrick Lamar",1
"Walk It Talk It","Migos Featuring Drake",1
"El Farsante","Ozuna & Romeo Santos",1
"Dura","Daddy Yankee",1
"Narcos","Migos",1
"Most People Are Good","Luke Bryan",1
"Paramedic!","SOB X RBE",1
"The Ways","Khalid & Swae Lee",1
"Plug Walk","Rich The Kid",1
"Hardaway","Derez De'Shon",1
"Singles You Up","Jordan Davis",1
"The Long Way","Brett Eldredge",1
"Big Shot","Kendrick Lamar & Travis Scott",1
"At The Club","Jacquees X Dej Loaf",1
"Notice Me","Migos Featuring Post Malone",1
"I Like Me Better","Lauv",1
"For You (Fifty Shades Freed)","Liam Payne & Rita Ora",1
"Get You","Daniel Caesar Featuring Kali Uchis",1
"Sad!","XXXTENTACION",1
"Freaky Friday","Lil Dicky Featuring Chris Brown",1
"Moonlight","XXXTENTACION",1
"Changes","XXXTENTACION",1
"Found / Tonight","Lin-Manuel Miranda & Ben Platt",1
"Powerglide","Rae Sremmurd & Juicy J",1
"Billy","6ix9ine",1
"Top Off","DJ Khaled Featuring JAY Z, Future & B",1
"No Excuses","Meghan Trainor",1
"Delicate","Taylor Swift",1
"The Remedy For A Broken Heart (Why Am I So In Love)","XXXTENTACION",1
"Zombie","Bad Wolves",1
"44 More","Logic",1
"In My Blood","Shawn Mendes",1
"NBAYoungboat","Lil Yachty Featuring NBA YoungBoy",1
"Infinity (888)","XXXTENTACION Featuring Joey Bada$$",1
"One Number Away","Luke Combs",1
"I Lived It","Blake Shelton",1
"Sit Next To Me","Foster The People",1
"Tequila","Dan + Shay",1
"She's With Me","High Valley",1
"Sativa","Jhene Aiko Featuring Swae Lee Or Rae Sremmurd",1
"Tempo","Chris Brown",1
"Going Down!","XXXTENTACION",1
"Everybody Hates Me","The Chainsmokers",1
"Nice For What","Drake",1
"No Tears Left To Cry","Ariana Grande",1
"ATM","J. Cole",1
"Kevin's Heart","J. Cole",1
"KOD","J. Cole",1
"Motiv8","J. Cole",1
"Call Out My Name","The Weeknd",1
"1985 (Intro To The Fall Off)","J. Cole",1
"Be Careful","Cardi B",1
"The Cut Off","J. Cole Featuring kiLL edward",1
"Brackets","J. Cole",1
"Japan","Famous Dex",1
"Esskeetit","Lil Pump",1
"Window Pain (Outro)","J. Cole",1
"Once An Addict (Interlude)","J. Cole",1
"Chun-Li","Nicki Minaj",1
"Drip","Cardi B Featuring Migos",1
"Intro","J. Cole",1
"Boo'd Up","Ella Mai",1
"One Kiss","Calvin Harris & Dua Lipa",1
"Ring","Cardi B Featuring Kehlani",1
"Babe","Sugarland Featuring Taylor Swift",1
"Te Bote","Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",1
"Barbie Tingz","Nicki Minaj",1
"Dame Tu Cosita","Pitbull x El Chombo x Karol G Featuring Cutty Ranks",1
"Get Along","Kenny Chesney",1
"Up Down","Morgan Wallen Featuring Florida Georgia Line",1
"Woman, Amen","Dierks Bentley",1
"Diamond Teeth Samurai","YoungBoy Never Broke Again",1
"Everything's Gonna Be Alright","David Lee Murphy & Kenny Chesney",1
"Cry Pretty","Carrie Underwood",1
"Thru Your Phone","Cardi B",1
"Best Life","Cardi B Featuring Chance The Rapper",1
"This Is America","Childish Gambino",1
"Yes Indeed","Lil Baby & Drake",1
"Better Now","Post Malone",1
"Lucid Dreams","Juice WRLD",1
"Overdose","YoungBoy Never Broke Again",1
"Ball For Me","Post Malone Featuring Nicki Minaj",1
"All Girls Are The Same","Juice WRLD",1
"Done For Me","Charlie Puth Featuring Kehlani",1
"Watch","Travis Scott Featuring Lil Uzi Vert & Kanye West",1
"Rich & Sad","Post Malone",1
"Shoota","Playboi Carti Featuring Lil Uzi Vert",1
"Change Lanes","Kevin Gates",1
"Like That","Kris Wu",1
"Spoil My Night","Post Malone Featuring Swae Lee",1
"Life Goes On","Lil Baby Featuring Gunna & Lil Uzi Vert",1
"Let It Sing","Kevin Gates",1
"Sangria Wine","Pharrell Williams x Camila Cabello",1
"Welcome To The Party","Diplo, French Montana & Lil Pump Featuring Zhavia Ward",1
"Champion","NAV Featuring Travis Scott",1
"Lust","Lil Skies",1
"Gucci Flip Flops","Bhad Bhabie Featuring Lil Yachty",1
"Downtown's Dead","Sam Hunt",1
"Don't Go Breaking My Heart","Backstreet Boys",1
"Girls Like You","Maroon 5 Featuring Cardi B",1
"Apes**t","The Carters",1
"I'm Upset","Drake",1
"Taste","Tyga Featuring Offset",1
"All Mine","Kanye West",1
"Youngblood","5 Seconds Of Summer",1
"Bigger > You","2 Chainz, Drake & Quavo",1
"Simple","Florida Georgia Line",1
"DDU-DU DDU-DU","BLACKPINK",1
"Yikes","Kanye West",1
"TATI","6ix9ine Featuring DJ SPINKING",1
"Born To Be Yours","Kygo & Imagine Dragons",1
"Boss","The Carters",1
"Ocean","Martin Garrix Featuring Khalid",1
"Praise The Lord (Da Shine)","A$AP Rocky Featuring Skepta",1
"Lovely","Billie Eilish & Khalid",1
"Drowns The Whiskey","Jason Aldean Featuring Miranda Lambert",1
"Reborn","KIDS SEE GHOSTS",1
"I Know You","Lil Skies Featuring Yung Pinch",1
"I Was Jack (You Were Diane)","Jake Owen",1
"Nice","The Carters",1
"Cop Shot The Kid","Nas Featuring Kanye West",1
"Medicine","Queen Naija",1
"In My Feelings","Drake",1
"FEFE","6ix9ine Featuring Nicki Minaj & Murda Beatz",1
"God Is A Woman","Ariana Grande",1
"Big Bank","YG Featuring 2 Chainz, Big Sean & Nicki Minaj",1
"Nonstop","Drake",1
"Natural","Imagine Dragons",1
"Life Changes","Thomas Rhett",1
"Eastside","benny blanco, Halsey & Khalid",1
"Mob Ties","Drake",1
"Don't Matter To Me","Drake Featuring Michael Jackson",1
"Take Back Home Girl","Chris Lane Featuring Tori Kelly",1
"Sunrise, Sunburn, Sunset","Luke Bryan",1
"I Might Need Security","Chance The Rapper",1
"Jackie Chan","Tiesto & Dzeko Featuring Preme & Post Malone",1
"Hotel Key","Old Dominion",1
"I'm A Mess","Bebe Rexha",1
"Growing Pains","Alessia Cara",1
"Summertime Magic","Childish Gambino",1
"Kiss Somebody","Morgan Evans",1
"Sin Pijama","Becky G + Natti Natasha",1
"You Say","Lauren Daigle",1
"Hooked","Dylan Scott",1
"Level Up","Ciara",1
"Remind Me To Forget","Kygo Featuring Miguel",1
"Best Part","Daniel Caesar Featuring H.E.R.",1
"1942","G-Eazy Featuring Yo Gotti & YBN Nahmir",1
"Africa","Weezer",1
"Break Up In The End","Cole Swindell",1
"Jumpsuit","twenty one pilots",1
"Nevermind","Dennis Lloyd",1
"You Should See Me In A Crown","Billie Eilish",1
"Desperate Man","Eric Church",1
"Hopeless Romantic","Wiz Khalifa Featuring Swae Lee",1
"Lie","NF",1
"Lose It","Kane Brown",1
"Emotionless","Drake",1
"Can't Take A Joke","Drake",1
"Sicko Mode","Travis Scott",1
"No Brainer","DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",1
"Breathin","Ariana Grande",1
"Stargazing","Travis Scott",1
"Barbie Dreams","Nicki Minaj",1
"Yosemite","Travis Scott",1
"Sweetener","Ariana Grande",1
"Drew Barrymore","Bryce Vine",1
"Trip","Ella Mai",1
"Lean Wit Me","Juice WRLD",1
"R.E.M","Ariana Grande",1
"That's On Me","Yella Beezy",1
"She Got The Best Of Me","Luke Combs",1
"Blue Tacoma","Russell Dickerson",1
"Chanel (Go Get It)","Young Thug Featuring Gunna & Lil Baby",1
"Taking A Walk","Trippie Redd",1
"Side Effects","The Chainsmokers Featuring Emily Warren",1
"Drunk Me","Mitchell Tenpenny",1
"Goodnight N Go","Ariana Grande",1
"Made For Now","Janet & Daddy Yankee",1
"The Light Is Coming","Ariana Grande Featuring Nicki Minaj",1
"High Hopes","Panic! At The Disco",1
"W O R K I N  M E","Quavo",1
"Pete Davidson","Ariana Grande",1
"Killshot","Eminem",1
"New Patek","Lil Uzi Vert",1
"Drip Too Hard","Lil Baby & Gunna",1
"Lucky You","Eminem Featuring Joyner Lucas",1
"Mo Bamba","Sheck Wes",1
"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black",1
"Rap Devil","Machine Gun Kelly",1
"No Stylist","French Montana Featuring Drake",1
"Smile (Living My Best Life)","Lil' Duval Featuring Snoop Dogg & Ball Greezy",1
"Better","Khalid",1
"Head Above Water","Avril Lavigne",1
"Thunderclouds","Labrinth, Sia & Diplo Present... LSD",1
"This Feeling","The Chainsmokers Featuring Kelsea Ballerini",1
"Speechless","Dan + Shay",1
"Leave Me Alone","Flipp Dinero",1
"Drunk Girl","Chris Janson",1
"Noticed","Lil Mosey",1
"Hangin' On","Chris Young",1
"Best Shot","Jimmie Allen",1
"BEBE","6ix9ine Featuring Anuel AA",1
"Self Care","Mac Miller",1
"Backin' It Up","Pardison Fontaine Featuring Cardi B",1
"The Ringer","Eminem",1
"Rich","Maren Morris",1
"Vaina Loca","Ozuna x Manuel Turizo",1
"ZEZE","Kodak Black Featuring Travis Scott & Offset",1
"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee",1
"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",1
"MIA","Bad Bunny Featuring Drake",1
"Shallow","Lady Gaga & Bradley Cooper",1
"Uproar","Lil Wayne",1
"Close Friends","Lil Baby",1
"STOOPID","6ix9ine Featuring Bobby Shmurda",1
"Never Recover","Lil Baby & Gunna Featuring Drake",1
"Money","Cardi B",1
"Mona Lisa","Lil Wayne Featuring Kendrick Lamar",1
"Always Remember Us This Way","Lady Gaga",1
"Lost In Japan","Shawn Mendes X Zedd",1
"When The Party's Over","Billie Eilish",1
"I'll Never Love Again","Lady Gaga",1
"Jet Lag","Future & Juice WRLD Featuring Young Scooter",1
"Venom","Eminem",1
"Astronauts","Future & Juice WRLD",1
"Saturday Nights","Khalid & Kane Brown",1
"Suncity","Khalid Featuring Empress Of",1
"Yacht Club","Lil Yachty Featuring Juice WRLD",1
"Make It Back","Juice WRLD",1
"Kiss And Make Up","Dua Lipa & BLACKPINK",1
"Electricity","Silk City x Dua Lipa",1
"Get Dripped","Lil Yachty Featuring Playboi Carti",1
"Burning Man","Dierks Bentley Featuring Brothers Osborne",1
"Thank U, Next","Ariana Grande",1
"BAD!","XXXTENTACION",1
"Arms Around You","XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee",1
"Bohemian Rhapsody","Queen",1
"Armed And Dangerous","Juice WRLD",1
"Topanga","Trippie Redd",1
"10 Freaky Girls","Metro Boomin Featuring 21 Savage",1
"1400 / 999 Freestyle","Trippie Redd Featuring Juice WRLD",1
"Dip","Tyga & Nicki Minaj",1
"Talk To Me","Tory Lanez & Rich The Kid",1
"Space Cadet","Metro Boomin Featuring Gunna",1
"Be Alright","Dean Lewis",1
"Don't Come Out The House","Metro Boomin Featuring 21 Savage",1
"Ella Quiere Beber","Anuel AA & Romeo Santos",1
"Take One","Kodak Black",1
"Consequences","Camila Cabello",1
"Sixteen","Thomas Rhett",1
"Last Shot","Kip Moore",1
"Twerk","City Girls Featuring Cardi B",1
"Millionaire","Chris Stapleton",1
"Ocean Eyes","Billie Eilish",1
"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee",1
"Girl Like You","Jason Aldean",1
"Burn The House Down","AJR",1
"Rudolph The Red-Nosed Reindeer","Gene Autry",1
"Let It Snow, Let It Snow, Let It Snow","Dean Martin",1
"Sleigh Ride","The Ronettes",1
"Here Comes Santa Claus (Right Down Santa Claus Lane)","Gene Autry",1
"(There's No Place Like) Home For The Holidays","Perry Como",1
"White Christmas","Bing Crosby",1
"It's Beginning To Look A Lot Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra",1
"Going Bad","Meek Mill Featuring Drake",1
"A Lot","21 Savage",1
"Blue Christmas","Elvis Presley",1
"Christmas (Baby Please Come Home)","Darlene Love",1
"Run Rudolph Run","Chuck Berry",1
"Wow.","Post Malone",1
"Jingle Bells","Frank Sinatra",1
"Cozy Little Christmas","Katy Perry",1
"The Christmas Song","Lauren Daigle",1
"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine",1
"Can't Leave Without It","21 Savage",1
"Startender","A Boogie Wit da Hoodie Featuring Offset & Tyga",1
"Look Back At It","A Boogie Wit da Hoodie",1
"All My Friends","21 Savage",1
"Break Da Law","21 Savage",1
"Calling My Spirit","Kodak Black",1
"Nothing Breaks Like A Heart","Mark Ronson Featuring Miley Cyrus",1
"Beautiful Crazy","Luke Combs",1
"Sweet But Psycho","Ava Max",1
"1.5","21 Savage",1
"Out For The Night","21 Savage",1
"Gun Smoke","21 Savage",1
"Demons And Angels","A Boogie Wit da Hoodie Featuring Juice WRLD",1
"ASMR","21 Savage",1
"Envy Me","Calboy",1
"This Is It","Scotty McCreery",1
"7 Rings","Ariana Grande",1
"Middle Child","J. Cole",1
"Lost In The Fire","Gesaffelstein & The Weeknd",1
"Baby Shark","Pinkfong",1
"Keanu Reeves","Logic",1
"Dancing With A Stranger","Sam Smith & Normani",1
"Crushed Up","Future",1
"First Off","Future Featuring Travis Scott",1
"Undecided","Chris Brown",1
"Jumpin On A Jet","Future",1
"Never Stop","Future",1
"Thotiana","Blueface",1
"Secreto","Anuel AA & Karol G",1
"What Makes You Country","Luke Bryan",1
"Mixed Personalities","YNW Melly Featuring Kanye West",1
"Temptation","Future",1
"Ruin My Life","Zara Larsson",1
"Take It From Me","Jordan Davis",1
"Rocket Ship","Future",1
"Pure Water","Mustard & Migos",1
"F&N","Future",1
"Down To The Honkytonk","Jake Owen",1
"Love Someone","Lukas Graham",1
"Nights Like This","Kehlani Featuring Ty Dolla $ign",1
"Pure Cocaine","Lil Baby",1
"On My Way To You","Cody Johnson",1
"Make It Sweet","Old Dominion",1
"Love Wins","Carrie Underwood",1
"Murder On My Mind","YNW Melly",1
"GIRL","Maren Morris",1
"Face My Fears","Hikaru Utada & Skrillex",1
"Call The Coroner","Future",1
"Please Me","Cardi B & Bruno Mars",1
"Break Up With Your Girlfriend, I'm Bored","Ariana Grande",1
"Robbery","Juice WRLD",1
"Bury A Friend","Billie Eilish",1
"NASA","Ariana Grande",1
"Needy","Ariana Grande",1
"Red Room","Offset",1
"Bloodline","Ariana Grande",1
"Bad Idea","Ariana Grande",1
"Fake Smile","Ariana Grande",1
"Ghostin","Ariana Grande",1
"Here Tonight","Brett Young",1
"Put A Date On It","Yo Gotti Featuring Lil Baby",1
"Talk You Out Of It","Florida Georgia Line",1
"Miss Me More","Kelsea Ballerini",1
"Burn Out","Midland",1
"Eyes On You","Chase Rice",1
"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer",1
"365","Zedd & Katy Perry",1
"Shot Clock","Ella Mai",1
"There Was This Girl","Riley Green",1
"Con Calma","Daddy Yankee & Katy Perry Featuring Snow",1
"Let Me Down Slowly","Alec Benjamin + Alessia Cara",1
"Make Up","Ariana Grande",1
"One That Got Away","Michael Ray",1
"Sucker","Jonas Brothers",1
"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus",1
"Act Up","City Girls",1
"Here With Me","Marshmello Featuring CHVRCHES",1
"Girls Need Love","Summer Walker X Drake",1
"Good As You","Kane Brown",1
"Undrunk","FLETCHER",1
"Walk Me Home","P!nk",1
"Whiskey Glasses","Morgan Wallen",1
"Look What God Gave Her","Thomas Rhett",1
"Price On My Head","NAV Featuring The Weeknd",1
"I've Been Waiting","Lil Peep & iLoveMakonnen Featuring Fall Out Boy",1
"Confessions Of A Dangerous Mind","Logic",1
"Splashin","Rich The Kid",1
"Night Shift","Jon Pardi",1
"I","Lil Skies",1
"Rumor","Lee Brice",1
"Wish You Were Gay","Billie Eilish",1
"I Can't Get Enough","benny blanco, Tainy, Selena Gomez & J Balvin",1
"Hear Me Calling","Juice WRLD",1
"Faucet Failure","Ski Mask The Slump God",1
"Tap","NAV Featuring Meek Mill",1
"Calma","Pedro Capo X Farruko",1
"Pop Out","Polo G Featuring Lil Tjay",1
"Don't Call Me Up","Mabel",1
"Last Hurrah","Bebe Rexha",1
"Empty","Juice WRLD",1
"Bad Guy","Billie Eilish",1
"Earth","Lil Dicky",1
"Sanguine Paradise","Lil Uzi Vert",1
"Clout","Offset Featuring Cardi B",1
"Boy With Luv","BTS Featuring Halsey",1
"God's Country","Blake Shelton",1
"Suge","DaBaby",1
"Racks In The Middle","Nipsey Hussle Featuring Roddy Ricch & Hit-Boy",1
"Love Ain't","Eli Young Band",1
"Before I Let Go","Beyonce",1
"Big Ole Freak","Megan Thee Stallion",1
"Hey Look Ma, I Made It","Panic! At The Disco",1
"I'm So Tired...","Lauv & Troye Sivan",1
"That's A Rack","Lil Uzi Vert",1
